'Time','ECG1','ECG2'
'[10:00:00.438]',-0.215,0.015
'[10:00:00.445]',-0.255,0.035
'[10:00:00.453]',-0.255,0.015
'[10:00:00.461]',-0.205,-0.005
'[10:00:00.469]',-0.235,0.035
'[10:00:00.477]',-0.285,0.045
'[10:00:00.484]',-0.255,-0.005
'[10:00:00.492]',-0.235,0.005
'[10:00:00.500]',-0.205,0.035
'[10:00:00.508]',-0.185,0.005
'[10:00:00.516]',-0.225,0.005
'[10:00:00.523]',-0.195,-0.035
'[10:00:00.531]',-0.175,0.005
'[10:00:00.539]',-0.165,0.025
'[10:00:00.547]',-0.165,-0.005
'[10:00:00.555]',-0.185,-0.015
'[10:00:00.563]',-0.215,-0.005
'[10:00:00.570]',-0.185,-0.005
'[10:00:00.578]',-0.215,-0.005
'[10:00:00.586]',-0.255,-0.005
'[10:00:00.594]',-0.215,-0.015
'[10:00:00.602]',-0.205,0.015
'[10:00:00.609]',-0.095,0.025
'[10:00:00.617]',-0.105,0.085
'[10:00:00.625]',-0.105,0.125
'[10:00:00.633]',-0.045,0.155
'[10:00:00.641]',0.055,0.145
'[10:00:00.648]',0.015,0.065
'[10:00:00.656]',-0.035,0.045
'[10:00:00.664]',-0.075,0.015
'[10:00:00.672]',-0.075,-0.015
'[10:00:00.680]',-0.195,-0.055
'[10:00:00.688]',-0.305,-0.095
'[10:00:00.695]',-0.325,-0.095
'[10:00:00.703]',-0.295,-0.095
'[10:00:00.711]',-0.305,-0.105
'[10:00:00.719]',-0.285,-0.095
'[10:00:00.727]',-0.265,-0.095
'[10:00:00.734]',-0.245,-0.085
'[10:00:00.742]',-0.305,-0.095
'[10:00:00.750]',-0.695,0.005
'[10:00:00.758]',-0.525,0.255
'[10:00:00.766]',0.415,0.415
'[10:00:00.773]',2.075,0.135
'[10:00:00.781]',3.015,-0.645
'[10:00:00.789]',2.485,-1.335
'[10:00:00.797]',0.725,-1.165
'[10:00:00.805]',-0.075,-0.635
'[10:00:00.813]',-0.285,-0.185
'[10:00:00.820]',-0.345,-0.025
'[10:00:00.828]',-0.365,-0.035
'[10:00:00.836]',-0.365,-0.075
'[10:00:00.844]',-0.345,-0.075
'[10:00:00.852]',-0.335,-0.055
'[10:00:00.859]',-0.295,-0.055
'[10:00:00.867]',-0.315,-0.065
'[10:00:00.875]',-0.285,-0.055
'[10:00:00.883]',-0.255,-0.055
'[10:00:00.891]',-0.245,-0.035
'[10:00:00.898]',-0.245,-0.055
'[10:00:00.906]',-0.225,-0.025
'[10:00:00.914]',-0.185,-0.005
'[10:00:00.922]',-0.185,-0.025
'[10:00:00.930]',-0.195,-0.045
'[10:00:00.938]',-0.185,-0.035
'[10:00:00.945]',-0.125,-0.025
'[10:00:00.953]',-0.115,-0.025
'[10:00:00.961]',-0.135,-0.055
'[10:00:00.969]',-0.085,-0.045
'[10:00:00.977]',-0.065,-0.055
'[10:00:00.984]',-0.055,-0.075
'[10:00:00.992]',-0.015,-0.075
'[10:00:01.000]',-0.005,-0.065
'[10:00:01.008]',0.025,-0.045
'[10:00:01.016]',0.045,-0.065
'[10:00:01.023]',0.085,-0.035
'[10:00:01.031]',0.105,-0.045
'[10:00:01.039]',0.145,-0.005
'[10:00:01.047]',0.135,0.015
'[10:00:01.055]',0.145,0.035
'[10:00:01.063]',0.105,0.035
'[10:00:01.070]',0.125,0.055
'[10:00:01.078]',0.105,0.045
'[10:00:01.086]',0.095,0.025
'[10:00:01.094]',0.095,0.015
'[10:00:01.102]',0.075,0.015
'[10:00:01.109]',0.085,0.015
'[10:00:01.117]',0.105,0.005
'[10:00:01.125]',0.065,0.005
'[10:00:01.133]',0.075,0.025
'[10:00:01.141]',0.125,0.005
'[10:00:01.148]',0.115,0.005
'[10:00:01.156]',0.145,0.015
'[10:00:01.164]',0.145,0.025
'[10:00:01.172]',0.125,0.025
'[10:00:01.180]',0.115,0.005
'[10:00:01.188]',0.125,0.005
'[10:00:01.195]',0.115,0.015
'[10:00:01.203]',0.115,0.005
'[10:00:01.211]',0.085,-0.005
'[10:00:01.219]',0.095,0.015
'[10:00:01.227]',0.095,0.025
'[10:00:01.234]',0.065,0.015
'[10:00:01.242]',0.085,0.005
'[10:00:01.250]',0.175,0.055
'[10:00:01.258]',0.155,0.135
'[10:00:01.266]',0.155,0.165
'[10:00:01.273]',0.325,0.165
'[10:00:01.281]',0.365,0.195
'[10:00:01.289]',0.325,0.075
'[10:00:01.297]',0.235,0.065
'[10:00:01.305]',0.195,-0.005
'[10:00:01.313]',0.145,-0.025
'[10:00:01.320]',0.045,-0.015
'[10:00:01.328]',-0.065,-0.075
'[10:00:01.336]',-0.095,-0.115
'[10:00:01.344]',-0.075,-0.115
'[10:00:01.352]',-0.065,-0.095
'[10:00:01.359]',-0.055,-0.105
'[10:00:01.367]',-0.055,-0.105
'[10:00:01.375]',-0.015,-0.115
'[10:00:01.383]',-0.315,-0.065
'[10:00:01.391]',-0.585,0.095
'[10:00:01.398]',-0.105,0.385
'[10:00:01.406]',1.445,0.225
'[10:00:01.414]',2.745,-0.415
'[10:00:01.422]',3.275,-1.285
'[10:00:01.430]',2.035,-1.365
'[10:00:01.438]',0.545,-0.975
'[10:00:01.445]',0.015,-0.345
'[10:00:01.453]',-0.185,-0.035
'[10:00:01.461]',-0.245,-0.015
'[10:00:01.469]',-0.245,-0.045
'[10:00:01.477]',-0.225,-0.055
'[10:00:01.484]',-0.225,-0.045
'[10:00:01.492]',-0.225,-0.035
'[10:00:01.500]',-0.215,-0.035
'[10:00:01.508]',-0.185,-0.025
'[10:00:01.516]',-0.195,-0.025
'[10:00:01.523]',-0.195,-0.025
'[10:00:01.531]',-0.195,-0.015
'[10:00:01.539]',-0.185,0.005
'[10:00:01.547]',-0.155,-0.005
'[10:00:01.555]',-0.165,0.005
'[10:00:01.563]',-0.155,-0.015
'[10:00:01.570]',-0.125,0.005
'[10:00:01.578]',-0.115,-0.015
'[10:00:01.586]',-0.105,-0.035
'[10:00:01.594]',-0.105,-0.005
'[10:00:01.602]',-0.075,0.015
'[10:00:01.609]',-0.055,-0.015
'[10:00:01.617]',-0.035,-0.015
'[10:00:01.625]',-0.005,-0.025
'[10:00:01.633]',0.025,-0.015
'[10:00:01.641]',0.035,-0.005
'[10:00:01.648]',0.035,-0.005
'[10:00:01.656]',0.095,0.025
'[10:00:01.664]',0.115,0.075
'[10:00:01.672]',0.155,0.045
'[10:00:01.680]',0.155,0.045
'[10:00:01.688]',0.175,0.065
'[10:00:01.695]',0.165,0.065
'[10:00:01.703]',0.135,0.075
'[10:00:01.711]',0.115,0.055
'[10:00:01.719]',0.105,0.075
'[10:00:01.727]',0.105,0.075
'[10:00:01.734]',0.075,0.005
'[10:00:01.742]',0.075,0.025
'[10:00:01.750]',0.095,0.025
'[10:00:01.758]',0.115,0.025
'[10:00:01.766]',0.085,0.005
'[10:00:01.773]',0.075,0.005
'[10:00:01.781]',0.095,0.005
'[10:00:01.789]',0.115,0.025
'[10:00:01.797]',0.135,0.025
'[10:00:01.805]',0.125,0.025
'[10:00:01.813]',0.135,0.025
'[10:00:01.820]',0.135,0.055
'[10:00:01.828]',0.125,0.025
'[10:00:01.836]',0.115,0.005
'[10:00:01.844]',0.125,0.015
'[10:00:01.852]',0.125,0.025
'[10:00:01.859]',0.115,0.025
'[10:00:01.867]',0.085,0.025
'[10:00:01.875]',0.105,0.025
'[10:00:01.883]',0.085,0.035
'[10:00:01.891]',0.085,0.015
'[10:00:01.898]',0.185,0.045
'[10:00:01.906]',0.215,0.145
'[10:00:01.914]',0.185,0.175
'[10:00:01.922]',0.315,0.175
'[10:00:01.930]',0.415,0.195
'[10:00:01.938]',0.375,0.105
'[10:00:01.945]',0.305,0.085
'[10:00:01.953]',0.245,0.025
'[10:00:01.961]',0.195,-0.025
'[10:00:01.969]',0.105,-0.015
'[10:00:01.977]',0.025,-0.055
'[10:00:01.984]',-0.015,-0.095
'[10:00:01.992]',-0.045,-0.115
'[10:00:02.000]',-0.015,-0.105
'[10:00:02.008]',-0.015,-0.095
'[10:00:02.016]',0.025,-0.095
'[10:00:02.023]',0.055,-0.085
'[10:00:02.031]',0.005,-0.075
'[10:00:02.039]',-0.395,0.035
'[10:00:02.047]',-0.285,0.245
'[10:00:02.055]',0.705,0.375
'[10:00:02.063]',2.345,-0.015
'[10:00:02.070]',3.185,-0.885
'[10:00:02.078]',2.705,-1.335
'[10:00:02.086]',1.035,-1.105
'[10:00:02.094]',0.245,-0.505
'[10:00:02.102]',-0.005,-0.055
'[10:00:02.109]',-0.095,0.025
'[10:00:02.117]',-0.115,-0.005
'[10:00:02.125]',-0.095,-0.035
'[10:00:02.133]',-0.085,-0.015
'[10:00:02.141]',-0.065,-0.015
'[10:00:02.148]',-0.055,-0.005
'[10:00:02.156]',-0.015,0.005
'[10:00:02.164]',0.015,0.015
'[10:00:02.172]',-0.005,0.005
'[10:00:02.180]',0.025,-0.005
'[10:00:02.188]',0.025,0.015
'[10:00:02.195]',0.035,0.015
'[10:00:02.203]',0.085,0.025
'[10:00:02.211]',0.065,0.025
'[10:00:02.219]',0.075,0.035
'[10:00:02.227]',0.095,0.025
'[10:00:02.234]',0.125,0.005
'[10:00:02.242]',0.125,-0.005
'[10:00:02.250]',0.115,0.005
'[10:00:02.258]',0.145,-0.005
'[10:00:02.266]',0.155,-0.005
'[10:00:02.273]',0.165,-0.025
'[10:00:02.281]',0.195,-0.025
'[10:00:02.289]',0.215,-0.015
'[10:00:02.297]',0.225,-0.015
'[10:00:02.305]',0.255,-0.005
'[10:00:02.313]',0.285,0.015
'[10:00:02.320]',0.305,0.045
'[10:00:02.328]',0.345,0.025
'[10:00:02.336]',0.355,0.065
'[10:00:02.344]',0.325,0.075
'[10:00:02.352]',0.315,0.085
'[10:00:02.359]',0.305,0.075
'[10:00:02.367]',0.275,0.055
'[10:00:02.375]',0.265,0.045
'[10:00:02.383]',0.275,0.055
'[10:00:02.391]',0.265,0.045
'[10:00:02.398]',0.255,0.035
'[10:00:02.406]',0.275,0.035
'[10:00:02.414]',0.265,0.035
'[10:00:02.422]',0.275,0.025
'[10:00:02.430]',0.275,0.025
'[10:00:02.438]',0.285,0.045
'[10:00:02.445]',0.285,0.055
'[10:00:02.453]',0.275,0.045
'[10:00:02.461]',0.265,0.015
'[10:00:02.469]',0.275,0.035
'[10:00:02.477]',0.265,0.035
'[10:00:02.484]',0.255,0.035
'[10:00:02.492]',0.255,0.025
'[10:00:02.500]',0.255,0.045
'[10:00:02.508]',0.235,0.035
'[10:00:02.516]',0.235,0.025
'[10:00:02.523]',0.235,0.005
'[10:00:02.531]',0.195,0.005
'[10:00:02.539]',0.205,0.015
'[10:00:02.547]',0.165,-0.005
'[10:00:02.555]',0.175,-0.005
'[10:00:02.563]',0.175,-0.015
'[10:00:02.570]',0.165,0.005
'[10:00:02.578]',0.145,-0.015
'[10:00:02.586]',0.185,-0.005
'[10:00:02.594]',0.275,0.065
'[10:00:02.602]',0.245,0.145
'[10:00:02.609]',0.295,0.155
'[10:00:02.617]',0.425,0.155
'[10:00:02.625]',0.425,0.125
'[10:00:02.633]',0.375,0.095
'[10:00:02.641]',0.295,0.045
'[10:00:02.648]',0.245,-0.015
'[10:00:02.656]',0.155,-0.025
'[10:00:02.664]',0.035,-0.045
'[10:00:02.672]',-0.005,-0.085
'[10:00:02.680]',-0.015,-0.115
'[10:00:02.688]',0.005,-0.115
'[10:00:02.695]',0.005,-0.105
'[10:00:02.703]',0.025,-0.115
'[10:00:02.711]',0.035,-0.105
'[10:00:02.719]',0.015,-0.105
'[10:00:02.727]',-0.375,-0.025
'[10:00:02.734]',-0.425,0.185
'[10:00:02.742]',0.235,0.405
'[10:00:02.750]',1.815,0.135
'[10:00:02.758]',2.865,-0.575
'[10:00:02.766]',2.965,-1.295
'[10:00:02.773]',1.415,-1.215
'[10:00:02.781]',0.325,-0.715
'[10:00:02.789]',-0.035,-0.205
'[10:00:02.797]',-0.155,-0.015
'[10:00:02.805]',-0.185,-0.025
'[10:00:02.813]',-0.175,-0.055
'[10:00:02.820]',-0.165,-0.065
'[10:00:02.828]',-0.175,-0.045
'[10:00:02.836]',-0.185,-0.065
'[10:00:02.844]',-0.185,-0.045
'[10:00:02.852]',-0.155,-0.015
'[10:00:02.859]',-0.155,-0.035
'[10:00:02.867]',-0.165,-0.065
'[10:00:02.875]',-0.155,-0.045
'[10:00:02.883]',-0.155,-0.015
'[10:00:02.891]',-0.125,-0.015
'[10:00:02.898]',-0.135,-0.025
'[10:00:02.906]',-0.105,-0.015
'[10:00:02.914]',-0.095,-0.035
'[10:00:02.922]',-0.085,-0.045
'[10:00:02.930]',-0.065,-0.055
'[10:00:02.938]',-0.055,-0.065
'[10:00:02.945]',-0.055,-0.045
'[10:00:02.953]',-0.055,-0.055
'[10:00:02.961]',-0.035,-0.065
'[10:00:02.969]',-0.015,-0.075
'[10:00:02.977]',0.005,-0.065
'[10:00:02.984]',0.035,-0.075
'[10:00:02.992]',0.055,-0.075
'[10:00:03.000]',0.055,-0.055
'[10:00:03.008]',0.105,-0.035
'[10:00:03.016]',0.125,-0.015
'[10:00:03.023]',0.145,-0.005
'[10:00:03.031]',0.135,0.025
'[10:00:03.039]',0.135,0.035
'[10:00:03.047]',0.105,0.035
'[10:00:03.055]',0.075,0.035
'[10:00:03.063]',0.075,0.025
'[10:00:03.070]',0.055,0.045
'[10:00:03.078]',0.045,0.025
'[10:00:03.086]',0.035,0.015
'[10:00:03.094]',0.025,0.015
'[10:00:03.102]',0.025,0.025
'[10:00:03.109]',0.055,0.005
'[10:00:03.117]',0.055,0.005
'[10:00:03.125]',0.065,-0.005
'[10:00:03.133]',0.055,0.015
'[10:00:03.141]',0.055,0.015
'[10:00:03.148]',0.045,-0.015
'[10:00:03.156]',0.045,-0.005
'[10:00:03.164]',0.035,0.005
'[10:00:03.172]',0.035,-0.015
'[10:00:03.180]',0.025,-0.015
'[10:00:03.188]',0.025,-0.015
'[10:00:03.195]',0.015,-0.005
'[10:00:03.203]',0.005,-0.015
'[10:00:03.211]',-0.015,-0.035
'[10:00:03.219]',-0.025,-0.025
'[10:00:03.227]',-0.025,-0.015
'[10:00:03.234]',-0.045,-0.035
'[10:00:03.242]',-0.045,-0.045
'[10:00:03.250]',-0.065,-0.045
'[10:00:03.258]',-0.075,-0.025
'[10:00:03.266]',-0.095,-0.045
'[10:00:03.273]',-0.095,-0.055
'[10:00:03.281]',-0.075,-0.035
'[10:00:03.289]',0.025,0.025
'[10:00:03.297]',0.035,0.095
'[10:00:03.305]',0.045,0.115
'[10:00:03.313]',0.175,0.125
'[10:00:03.320]',0.205,0.125
'[10:00:03.328]',0.145,0.055
'[10:00:03.336]',0.085,0.005
'[10:00:03.344]',0.035,-0.045
'[10:00:03.352]',-0.055,-0.055
'[10:00:03.359]',-0.165,-0.095
'[10:00:03.367]',-0.235,-0.125
'[10:00:03.375]',-0.235,-0.145
'[10:00:03.383]',-0.205,-0.135
'[10:00:03.391]',-0.205,-0.145
'[10:00:03.398]',-0.205,-0.145
'[10:00:03.406]',-0.185,-0.135
'[10:00:03.414]',-0.155,-0.115
'[10:00:03.422]',-0.535,-0.075
'[10:00:03.430]',-0.635,0.105
'[10:00:03.438]',-0.015,0.375
'[10:00:03.445]',1.665,0.145
'[10:00:03.453]',2.805,-0.545
'[10:00:03.461]',2.735,-1.275
'[10:00:03.469]',1.115,-1.165
'[10:00:03.477]',0.085,-0.725
'[10:00:03.484]',-0.265,-0.235
'[10:00:03.492]',-0.375,-0.065
'[10:00:03.500]',-0.385,-0.075
'[10:00:03.508]',-0.375,-0.085
'[10:00:03.516]',-0.385,-0.085
'[10:00:03.523]',-0.375,-0.085
'[10:00:03.531]',-0.395,-0.085
'[10:00:03.539]',-0.375,-0.085
'[10:00:03.547]',-0.365,-0.075
'[10:00:03.555]',-0.355,-0.085
'[10:00:03.563]',-0.365,-0.075
'[10:00:03.570]',-0.355,-0.065
'[10:00:03.578]',-0.355,-0.075
'[10:00:03.586]',-0.345,-0.065
'[10:00:03.594]',-0.345,-0.065
'[10:00:03.602]',-0.335,-0.065
'[10:00:03.609]',-0.325,-0.065
'[10:00:03.617]',-0.315,-0.075
'[10:00:03.625]',-0.295,-0.085
'[10:00:03.633]',-0.275,-0.085
'[10:00:03.641]',-0.255,-0.095
'[10:00:03.648]',-0.255,-0.105
'[10:00:03.656]',-0.235,-0.115
'[10:00:03.664]',-0.215,-0.105
'[10:00:03.672]',-0.205,-0.125
'[10:00:03.680]',-0.195,-0.125
'[10:00:03.688]',-0.175,-0.105
'[10:00:03.695]',-0.135,-0.095
'[10:00:03.703]',-0.125,-0.085
'[10:00:03.711]',-0.115,-0.075
'[10:00:03.719]',-0.085,-0.035
'[10:00:03.727]',-0.085,-0.015
'[10:00:03.734]',-0.095,0.005
'[10:00:03.742]',-0.115,-0.015
'[10:00:03.750]',-0.135,0.015
'[10:00:03.758]',-0.135,0.005
'[10:00:03.766]',-0.135,0.005
'[10:00:03.773]',-0.185,-0.005
'[10:00:03.781]',-0.195,-0.015
'[10:00:03.789]',-0.185,0.005
'[10:00:03.797]',-0.195,-0.025
'[10:00:03.805]',-0.185,-0.035
'[10:00:03.813]',-0.165,-0.025
'[10:00:03.820]',-0.165,-0.005
'[10:00:03.828]',-0.175,-0.035
'[10:00:03.836]',-0.185,-0.025
'[10:00:03.844]',-0.185,-0.025
'[10:00:03.852]',-0.175,-0.015
'[10:00:03.859]',-0.195,-0.025
'[10:00:03.867]',-0.225,-0.025
'[10:00:03.875]',-0.205,-0.025
'[10:00:03.883]',-0.225,-0.015
'[10:00:03.891]',-0.215,-0.025
'[10:00:03.898]',-0.275,-0.045
'[10:00:03.906]',-0.245,-0.045
'[10:00:03.914]',-0.245,-0.025
'[10:00:03.922]',-0.275,-0.035
'[10:00:03.930]',-0.285,-0.055
'[10:00:03.938]',-0.285,-0.055
'[10:00:03.945]',-0.305,-0.065
'[10:00:03.953]',-0.315,-0.055
'[10:00:03.961]',-0.325,-0.065
'[10:00:03.969]',-0.345,-0.055
'[10:00:03.977]',-0.335,-0.055
'[10:00:03.984]',-0.355,-0.065
'[10:00:03.992]',-0.325,-0.055
'[10:00:04.000]',-0.255,-0.015
'[10:00:04.008]',-0.215,0.095
'[10:00:04.016]',-0.225,0.115
'[10:00:04.023]',-0.105,0.105
'[10:00:04.031]',-0.085,0.105
'[10:00:04.039]',-0.065,0.095
'[10:00:04.047]',-0.195,0.015
'[10:00:04.055]',-0.225,-0.065
'[10:00:04.063]',-0.315,-0.065
'[10:00:04.070]',-0.405,-0.085
'[10:00:04.078]',-0.455,-0.135
'[10:00:04.086]',-0.455,-0.145
'[10:00:04.094]',-0.455,-0.145
'[10:00:04.102]',-0.435,-0.125
'[10:00:04.109]',-0.415,-0.145
'[10:00:04.117]',-0.405,-0.155
'[10:00:04.125]',-0.415,-0.125
'[10:00:04.133]',-0.825,-0.025
'[10:00:04.141]',-0.775,0.215
'[10:00:04.148]',-0.065,0.395
'[10:00:04.156]',1.665,0.135
'[10:00:04.164]',2.785,-0.545
'[10:00:04.172]',2.555,-1.265
'[10:00:04.180]',0.775,-1.175
'[10:00:04.188]',-0.195,-0.685
'[10:00:04.195]',-0.505,-0.205
'[10:00:04.203]',-0.595,-0.055
'[10:00:04.211]',-0.625,-0.075
'[10:00:04.219]',-0.625,-0.085
'[10:00:04.227]',-0.605,-0.075
'[10:00:04.234]',-0.605,-0.075
'[10:00:04.242]',-0.595,-0.085
'[10:00:04.250]',-0.605,-0.075
'[10:00:04.258]',-0.585,-0.065
'[10:00:04.266]',-0.575,-0.075
'[10:00:04.273]',-0.585,-0.065
'[10:00:04.281]',-0.565,-0.055
'[10:00:04.289]',-0.555,-0.035
'[10:00:04.297]',-0.565,-0.085
'[10:00:04.305]',-0.555,-0.075
'[10:00:04.313]',-0.555,-0.075
'[10:00:04.320]',-0.535,-0.065
'[10:00:04.328]',-0.505,-0.075
'[10:00:04.336]',-0.485,-0.075
'[10:00:04.344]',-0.475,-0.085
'[10:00:04.352]',-0.465,-0.085
'[10:00:04.359]',-0.455,-0.105
'[10:00:04.367]',-0.455,-0.115
'[10:00:04.375]',-0.425,-0.125
'[10:00:04.383]',-0.405,-0.115
'[10:00:04.391]',-0.395,-0.135
'[10:00:04.398]',-0.395,-0.115
'[10:00:04.406]',-0.365,-0.095
'[10:00:04.414]',-0.335,-0.085
'[10:00:04.422]',-0.305,-0.075
'[10:00:04.430]',-0.285,-0.055
'[10:00:04.438]',-0.275,-0.035
'[10:00:04.445]',-0.285,0.015
'[10:00:04.453]',-0.295,0.025
'[10:00:04.461]',-0.335,0.005
'[10:00:04.469]',-0.335,0.015
'[10:00:04.477]',-0.335,0.015
'[10:00:04.484]',-0.345,0.005
'[10:00:04.492]',-0.345,-0.005
'[10:00:04.500]',-0.335,0.005
'[10:00:04.508]',-0.335,0.015
'[10:00:04.516]',-0.325,-0.015
'[10:00:04.523]',-0.325,-0.015
'[10:00:04.531]',-0.305,-0.005
'[10:00:04.539]',-0.275,0.005
'[10:00:04.547]',-0.295,-0.005
'[10:00:04.555]',-0.295,-0.015
'[10:00:04.563]',-0.285,-0.015
'[10:00:04.570]',-0.285,0.005
'[10:00:04.578]',-0.275,-0.025
'[10:00:04.586]',-0.305,-0.035
'[10:00:04.594]',-0.265,-0.025
'[10:00:04.602]',-0.285,-0.035
'[10:00:04.609]',-0.305,-0.015
'[10:00:04.617]',-0.295,-0.025
'[10:00:04.625]',-0.305,-0.025
'[10:00:04.633]',-0.305,-0.015
'[10:00:04.641]',-0.305,-0.025
'[10:00:04.648]',-0.325,-0.045
'[10:00:04.656]',-0.315,-0.045
'[10:00:04.664]',-0.315,-0.025
'[10:00:04.672]',-0.245,-0.015
'[10:00:04.680]',-0.205,0.055
'[10:00:04.688]',-0.185,0.115
'[10:00:04.695]',-0.105,0.125
'[10:00:04.703]',-0.025,0.155
'[10:00:04.711]',-0.055,0.055
'[10:00:04.719]',-0.075,0.005
'[10:00:04.727]',-0.135,-0.035
'[10:00:04.734]',-0.185,-0.035
'[10:00:04.742]',-0.295,-0.065
'[10:00:04.750]',-0.365,-0.105
'[10:00:04.758]',-0.365,-0.135
'[10:00:04.766]',-0.345,-0.125
'[10:00:04.773]',-0.345,-0.135
'[10:00:04.781]',-0.325,-0.145
'[10:00:04.789]',-0.295,-0.115
'[10:00:04.797]',-0.265,-0.115
'[10:00:04.805]',-0.335,-0.115
'[10:00:04.813]',-0.735,0.005
'[10:00:04.820]',-0.615,0.255
'[10:00:04.828]',0.175,0.415
'[10:00:04.836]',2.015,0.175
'[10:00:04.844]',3.095,-0.575
'[10:00:04.852]',2.415,-1.275
'[10:00:04.859]',0.705,-1.145
'[10:00:04.867]',-0.035,-0.645
'[10:00:04.875]',-0.275,-0.225
'[10:00:04.883]',-0.345,-0.025
'[10:00:04.891]',-0.375,-0.045
'[10:00:04.898]',-0.395,-0.075
'[10:00:04.906]',-0.355,-0.065
'[10:00:04.914]',-0.335,-0.055
'[10:00:04.922]',-0.315,-0.065
'[10:00:04.930]',-0.305,-0.075
'[10:00:04.938]',-0.285,-0.055
'[10:00:04.945]',-0.285,-0.055
'[10:00:04.953]',-0.275,-0.045
'[10:00:04.961]',-0.265,-0.055
'[10:00:04.969]',-0.255,-0.045
'[10:00:04.977]',-0.235,-0.045
'[10:00:04.984]',-0.205,-0.045
'[10:00:04.992]',-0.175,-0.055
'[10:00:05.000]',-0.175,-0.055
'[10:00:05.008]',-0.135,-0.045
'[10:00:05.016]',-0.145,-0.055
'[10:00:05.023]',-0.135,-0.055
'[10:00:05.031]',-0.115,-0.075
'[10:00:05.039]',-0.085,-0.085
'[10:00:05.047]',-0.085,-0.095
'[10:00:05.055]',-0.065,-0.105
'[10:00:05.063]',-0.035,-0.105
'[10:00:05.070]',-0.015,-0.085
'[10:00:05.078]',-0.005,-0.095
'[10:00:05.086]',0.005,-0.095
'[10:00:05.094]',0.025,-0.085
'[10:00:05.102]',0.065,-0.055
'[10:00:05.109]',0.085,-0.015
'[10:00:05.117]',0.075,-0.005
'[10:00:05.125]',0.085,0.015
'[10:00:05.133]',0.055,0.045
'[10:00:05.141]',0.035,0.065
'[10:00:05.148]',0.015,0.045
'[10:00:05.156]',0.035,0.055
'[10:00:05.164]',0.015,0.025
'[10:00:05.172]',0.025,0.045
'[10:00:05.180]',0.015,0.025
'[10:00:05.188]',0.035,0.035
'[10:00:05.195]',0.045,0.035
'[10:00:05.203]',0.055,0.035
'[10:00:05.211]',0.075,0.015
'[10:00:05.219]',0.065,0.025
'[10:00:05.227]',0.055,0.045
'[10:00:05.234]',0.045,0.035
'[10:00:05.242]',0.065,0.025
'[10:00:05.250]',0.055,0.005
'[10:00:05.258]',0.085,0.035
'[10:00:05.266]',0.075,0.015
'[10:00:05.273]',0.055,0.005
'[10:00:05.281]',0.045,0.005
'[10:00:05.289]',0.055,0.015
'[10:00:05.297]',0.025,-0.015
'[10:00:05.305]',0.025,-0.005
'[10:00:05.313]',0.015,-0.005
'[10:00:05.320]',0.015,-0.005
'[10:00:05.328]',0.025,-0.015
'[10:00:05.336]',-0.015,-0.025
'[10:00:05.344]',-0.015,-0.015
'[10:00:05.352]',-0.025,-0.005
'[10:00:05.359]',0.065,-0.005
'[10:00:05.367]',0.095,0.085
'[10:00:05.375]',0.095,0.125
