'Time','ECG1','ECG2'
'[09:50:01.805]',-0.195,-0.235
'[09:50:01.813]',-0.185,-0.245
'[09:50:01.820]',-0.175,-0.225
'[09:50:01.828]',-0.175,-0.235
'[09:50:01.836]',-0.155,-0.235
'[09:50:01.844]',-0.155,-0.215
'[09:50:01.852]',-0.135,-0.225
'[09:50:01.859]',-0.135,-0.215
'[09:50:01.867]',-0.135,-0.215
'[09:50:01.875]',-0.125,-0.215
'[09:50:01.883]',-0.125,-0.225
'[09:50:01.891]',-0.115,-0.185
'[09:50:01.898]',-0.085,-0.175
'[09:50:01.906]',-0.055,-0.145
'[09:50:01.914]',-0.035,-0.145
'[09:50:01.922]',0.015,-0.085
'[09:50:01.930]',0.075,-0.075
'[09:50:01.938]',0.105,-0.095
'[09:50:01.945]',0.075,-0.165
'[09:50:01.953]',0.025,-0.205
'[09:50:01.961]',0.025,-0.245
'[09:50:01.969]',-0.025,-0.265
'[09:50:01.977]',-0.045,-0.265
'[09:50:01.984]',-0.025,-0.265
'[09:50:01.992]',-0.045,-0.265
'[09:50:02.000]',-0.035,-0.275
'[09:50:02.008]',-0.025,-0.265
'[09:50:02.016]',-0.015,-0.245
'[09:50:02.023]',0.055,-0.265
'[09:50:02.031]',-0.205,-0.335
'[09:50:02.039]',-0.365,0.055
'[09:50:02.047]',-0.115,0.315
'[09:50:02.055]',0.675,-0.055
'[09:50:02.063]',1.835,-0.125
'[09:50:02.070]',2.805,0.385
'[09:50:02.078]',3.085,-0.485
'[09:50:02.086]',0.845,-1.295
'[09:50:02.094]',-0.455,-0.925
'[09:50:02.102]',-0.585,-0.615
'[09:50:02.109]',-0.425,-0.385
'[09:50:02.117]',-0.245,-0.085
'[09:50:02.125]',0.035,0.065
'[09:50:02.133]',0.095,0.065
'[09:50:02.141]',0.105,0.125
'[09:50:02.148]',0.145,0.135
'[09:50:02.156]',0.145,0.155
'[09:50:02.164]',0.195,0.185
'[09:50:02.172]',0.225,0.205
'[09:50:02.180]',0.255,0.245
'[09:50:02.188]',0.275,0.265
'[09:50:02.195]',0.305,0.315
'[09:50:02.203]',0.315,0.375
'[09:50:02.211]',0.375,0.405
'[09:50:02.219]',0.395,0.475
'[09:50:02.227]',0.435,0.535
'[09:50:02.234]',0.485,0.635
'[09:50:02.242]',0.545,0.715
'[09:50:02.250]',0.615,0.805
'[09:50:02.258]',0.685,0.885
'[09:50:02.266]',0.785,0.965
'[09:50:02.273]',0.845,1.005
'[09:50:02.281]',0.885,1.005
'[09:50:02.289]',0.945,0.985
'[09:50:02.297]',0.975,0.905
'[09:50:02.305]',0.935,0.775
'[09:50:02.313]',0.925,0.625
'[09:50:02.320]',0.805,0.435
'[09:50:02.328]',0.675,0.275
'[09:50:02.336]',0.505,0.085
'[09:50:02.344]',0.335,-0.045
'[09:50:02.352]',0.205,-0.125
'[09:50:02.359]',0.135,-0.175
'[09:50:02.367]',0.105,-0.185
'[09:50:02.375]',0.075,-0.235
'[09:50:02.383]',0.065,-0.235
'[09:50:02.391]',0.075,-0.215
'[09:50:02.398]',0.075,-0.215
'[09:50:02.406]',0.045,-0.245
'[09:50:02.414]',0.065,-0.235
'[09:50:02.422]',0.045,-0.215
'[09:50:02.430]',0.055,-0.225
'[09:50:02.438]',0.055,-0.225
'[09:50:02.445]',0.085,-0.205
'[09:50:02.453]',0.075,-0.215
'[09:50:02.461]',0.085,-0.205
'[09:50:02.469]',0.085,-0.205
'[09:50:02.477]',0.105,-0.195
'[09:50:02.484]',0.095,-0.195
'[09:50:02.492]',0.085,-0.205
'[09:50:02.500]',0.085,-0.235
'[09:50:02.508]',0.075,-0.225
'[09:50:02.516]',0.125,-0.195
'[09:50:02.523]',0.095,-0.245
'[09:50:02.531]',0.075,-0.245
'[09:50:02.539]',0.065,-0.255
'[09:50:02.547]',0.055,-0.255
'[09:50:02.555]',0.045,-0.255
'[09:50:02.563]',0.045,-0.275
'[09:50:02.570]',0.025,-0.265
'[09:50:02.578]',0.055,-0.255
'[09:50:02.586]',0.035,-0.275
'[09:50:02.594]',0.025,-0.275
'[09:50:02.602]',0.015,-0.275
'[09:50:02.609]',-0.005,-0.285
'[09:50:02.617]',0.005,-0.255
'[09:50:02.625]',0.005,-0.295
'[09:50:02.633]',-0.005,-0.275
'[09:50:02.641]',-0.025,-0.265
'[09:50:02.648]',0.005,-0.275
'[09:50:02.656]',-0.015,-0.275
'[09:50:02.664]',-0.015,-0.265
'[09:50:02.672]',-0.025,-0.275
'[09:50:02.680]',-0.035,-0.225
'[09:50:02.688]',-0.015,-0.195
'[09:50:02.695]',0.035,-0.175
'[09:50:02.703]',0.005,-0.155
'[09:50:02.711]',0.095,-0.105
'[09:50:02.719]',0.145,-0.125
'[09:50:02.727]',0.115,-0.145
'[09:50:02.734]',0.095,-0.195
'[09:50:02.742]',0.025,-0.235
'[09:50:02.750]',-0.015,-0.275
'[09:50:02.758]',-0.055,-0.315
'[09:50:02.766]',-0.085,-0.285
'[09:50:02.773]',-0.085,-0.295
'[09:50:02.781]',-0.075,-0.285
'[09:50:02.789]',-0.075,-0.275
'[09:50:02.797]',-0.085,-0.285
'[09:50:02.805]',-0.095,-0.265
'[09:50:02.813]',-0.035,-0.255
'[09:50:02.820]',-0.295,-0.335
'[09:50:02.828]',-0.485,0.055
'[09:50:02.836]',-0.225,0.405
'[09:50:02.844]',0.705,0.025
'[09:50:02.852]',1.985,-0.195
'[09:50:02.859]',2.915,0.245
'[09:50:02.867]',2.915,-0.645
'[09:50:02.875]',0.435,-1.285
'[09:50:02.883]',-0.715,-0.915
'[09:50:02.891]',-0.765,-0.605
'[09:50:02.898]',-0.565,-0.345
'[09:50:02.906]',-0.325,-0.015
'[09:50:02.914]',-0.115,0.075
'[09:50:02.922]',-0.095,0.085
'[09:50:02.930]',-0.095,0.115
'[09:50:02.938]',-0.075,0.145
'[09:50:02.945]',-0.045,0.165
'[09:50:02.953]',-0.015,0.205
'[09:50:02.961]',0.005,0.235
'[09:50:02.969]',0.005,0.255
'[09:50:02.977]',0.045,0.305
'[09:50:02.984]',0.065,0.345
'[09:50:02.992]',0.085,0.425
'[09:50:03.000]',0.125,0.445
'[09:50:03.008]',0.155,0.525
'[09:50:03.016]',0.205,0.615
'[09:50:03.023]',0.285,0.715
'[09:50:03.031]',0.325,0.785
'[09:50:03.039]',0.385,0.885
'[09:50:03.047]',0.475,0.975
'[09:50:03.055]',0.545,1.035
'[09:50:03.063]',0.645,1.055
'[09:50:03.070]',0.695,1.045
'[09:50:03.078]',0.765,1.005
'[09:50:03.086]',0.745,0.875
'[09:50:03.094]',0.715,0.715
'[09:50:03.102]',0.615,0.515
'[09:50:03.109]',0.455,0.335
'[09:50:03.117]',0.275,0.165
'[09:50:03.125]',0.125,0.025
'[09:50:03.133]',0.015,-0.065
'[09:50:03.141]',-0.035,-0.115
'[09:50:03.148]',-0.115,-0.155
'[09:50:03.156]',-0.145,-0.185
'[09:50:03.164]',-0.175,-0.205
'[09:50:03.172]',-0.215,-0.215
'[09:50:03.180]',-0.195,-0.215
'[09:50:03.188]',-0.225,-0.225
'[09:50:03.195]',-0.195,-0.195
'[09:50:03.203]',-0.195,-0.195
'[09:50:03.211]',-0.195,-0.195
'[09:50:03.219]',-0.205,-0.195
'[09:50:03.227]',-0.185,-0.185
'[09:50:03.234]',-0.205,-0.185
'[09:50:03.242]',-0.205,-0.175
'[09:50:03.250]',-0.195,-0.185
'[09:50:03.258]',-0.195,-0.185
'[09:50:03.266]',-0.165,-0.165
'[09:50:03.273]',-0.185,-0.175
'[09:50:03.281]',-0.175,-0.185
'[09:50:03.289]',-0.185,-0.195
'[09:50:03.297]',-0.185,-0.185
'[09:50:03.305]',-0.195,-0.205
'[09:50:03.313]',-0.185,-0.205
'[09:50:03.320]',-0.205,-0.225
'[09:50:03.328]',-0.175,-0.205
'[09:50:03.336]',-0.195,-0.225
'[09:50:03.344]',-0.205,-0.235
'[09:50:03.352]',-0.215,-0.255
'[09:50:03.359]',-0.235,-0.245
'[09:50:03.367]',-0.235,-0.245
'[09:50:03.375]',-0.235,-0.255
'[09:50:03.383]',-0.255,-0.265
'[09:50:03.391]',-0.215,-0.245
'[09:50:03.398]',-0.235,-0.245
'[09:50:03.406]',-0.235,-0.255
'[09:50:03.414]',-0.245,-0.265
'[09:50:03.422]',-0.265,-0.255
'[09:50:03.430]',-0.245,-0.255
'[09:50:03.438]',-0.265,-0.245
'[09:50:03.445]',-0.255,-0.255
'[09:50:03.453]',-0.235,-0.245
'[09:50:03.461]',-0.255,-0.245
'[09:50:03.469]',-0.265,-0.245
'[09:50:03.477]',-0.245,-0.235
'[09:50:03.484]',-0.245,-0.205
'[09:50:03.492]',-0.195,-0.145
'[09:50:03.500]',-0.195,-0.145
'[09:50:03.508]',-0.175,-0.115
'[09:50:03.516]',-0.065,-0.065
'[09:50:03.523]',-0.065,-0.115
'[09:50:03.531]',-0.125,-0.165
'[09:50:03.539]',-0.165,-0.205
'[09:50:03.547]',-0.215,-0.255
'[09:50:03.555]',-0.245,-0.285
'[09:50:03.563]',-0.265,-0.285
'[09:50:03.570]',-0.285,-0.285
'[09:50:03.578]',-0.255,-0.285
'[09:50:03.586]',-0.265,-0.275
'[09:50:03.594]',-0.265,-0.285
'[09:50:03.602]',-0.265,-0.275
'[09:50:03.609]',-0.235,-0.265
'[09:50:03.617]',-0.355,-0.335
'[09:50:03.625]',-0.625,-0.165
'[09:50:03.633]',-0.555,0.255
'[09:50:03.641]',0.205,0.135
'[09:50:03.648]',1.385,-0.265
'[09:50:03.656]',2.485,0.205
'[09:50:03.664]',2.825,-0.335
'[09:50:03.672]',0.985,-1.305
'[09:50:03.680]',-0.585,-1.105
'[09:50:03.688]',-0.935,-0.715
'[09:50:03.695]',-0.745,-0.435
'[09:50:03.703]',-0.575,-0.155
'[09:50:03.711]',-0.265,0.085
'[09:50:03.719]',-0.285,0.075
'[09:50:03.727]',-0.255,0.085
'[09:50:03.734]',-0.265,0.125
'[09:50:03.742]',-0.255,0.165
'[09:50:03.750]',-0.265,0.165
'[09:50:03.758]',-0.255,0.205
'[09:50:03.766]',-0.205,0.235
'[09:50:03.773]',-0.185,0.265
'[09:50:03.781]',-0.135,0.295
'[09:50:03.789]',-0.105,0.345
'[09:50:03.797]',-0.105,0.385
'[09:50:03.805]',-0.075,0.455
'[09:50:03.813]',-0.025,0.515
'[09:50:03.820]',0.005,0.575
'[09:50:03.828]',0.085,0.695
'[09:50:03.836]',0.125,0.795
'[09:50:03.844]',0.185,0.875
'[09:50:03.852]',0.265,0.955
'[09:50:03.859]',0.335,1.015
'[09:50:03.867]',0.395,1.045
'[09:50:03.875]',0.445,1.045
'[09:50:03.883]',0.475,0.995
'[09:50:03.891]',0.525,0.925
'[09:50:03.898]',0.485,0.775
'[09:50:03.906]',0.385,0.575
'[09:50:03.914]',0.255,0.415
'[09:50:03.922]',0.095,0.245
'[09:50:03.930]',-0.055,0.085
'[09:50:03.938]',-0.175,-0.015
'[09:50:03.945]',-0.255,-0.085
'[09:50:03.953]',-0.295,-0.115
'[09:50:03.961]',-0.335,-0.175
'[09:50:03.969]',-0.385,-0.215
'[09:50:03.977]',-0.385,-0.205
'[09:50:03.984]',-0.385,-0.205
'[09:50:03.992]',-0.375,-0.195
'[09:50:04.000]',-0.415,-0.225
'[09:50:04.008]',-0.405,-0.215
'[09:50:04.016]',-0.385,-0.205
'[09:50:04.023]',-0.385,-0.205
'[09:50:04.031]',-0.415,-0.215
'[09:50:04.039]',-0.385,-0.205
'[09:50:04.047]',-0.415,-0.215
'[09:50:04.055]',-0.405,-0.195
'[09:50:04.063]',-0.425,-0.205
'[09:50:04.070]',-0.415,-0.215
'[09:50:04.078]',-0.395,-0.195
'[09:50:04.086]',-0.415,-0.205
'[09:50:04.094]',-0.405,-0.215
'[09:50:04.102]',-0.415,-0.235
'[09:50:04.109]',-0.425,-0.225
'[09:50:04.117]',-0.425,-0.235
'[09:50:04.125]',-0.425,-0.245
'[09:50:04.133]',-0.425,-0.255
'[09:50:04.141]',-0.405,-0.255
'[09:50:04.148]',-0.415,-0.255
'[09:50:04.156]',-0.435,-0.275
'[09:50:04.164]',-0.435,-0.285
'[09:50:04.172]',-0.435,-0.255
'[09:50:04.180]',-0.435,-0.255
'[09:50:04.188]',-0.435,-0.275
'[09:50:04.195]',-0.425,-0.275
'[09:50:04.203]',-0.425,-0.265
'[09:50:04.211]',-0.425,-0.265
'[09:50:04.219]',-0.455,-0.275
'[09:50:04.227]',-0.435,-0.255
'[09:50:04.234]',-0.465,-0.265
'[09:50:04.242]',-0.455,-0.265
'[09:50:04.250]',-0.465,-0.265
'[09:50:04.258]',-0.465,-0.265
'[09:50:04.266]',-0.445,-0.265
'[09:50:04.273]',-0.445,-0.265
'[09:50:04.281]',-0.445,-0.265
'[09:50:04.289]',-0.435,-0.245
'[09:50:04.297]',-0.445,-0.255
'[09:50:04.305]',-0.445,-0.225
'[09:50:04.313]',-0.425,-0.205
'[09:50:04.320]',-0.385,-0.175
'[09:50:04.328]',-0.345,-0.135
'[09:50:04.336]',-0.305,-0.085
'[09:50:04.344]',-0.265,-0.105
'[09:50:04.352]',-0.265,-0.115
'[09:50:04.359]',-0.335,-0.195
'[09:50:04.367]',-0.355,-0.255
'[09:50:04.375]',-0.395,-0.285
'[09:50:04.383]',-0.425,-0.285
'[09:50:04.391]',-0.415,-0.285
'[09:50:04.398]',-0.445,-0.295
'[09:50:04.406]',-0.415,-0.285
'[09:50:04.414]',-0.405,-0.285
'[09:50:04.422]',-0.415,-0.275
'[09:50:04.430]',-0.395,-0.275
'[09:50:04.438]',-0.395,-0.295
'[09:50:04.445]',-0.735,-0.385
'[09:50:04.453]',-0.755,0.065
'[09:50:04.461]',-0.215,0.235
'[09:50:04.469]',0.785,-0.245
'[09:50:04.477]',2.125,-0.005
'[09:50:04.484]',2.845,0.425
'[09:50:04.492]',2.075,-0.635
'[09:50:04.500]',-0.305,-1.295
'[09:50:04.508]',-1.105,-0.895
'[09:50:04.516]',-0.905,-0.475
'[09:50:04.523]',-0.665,-0.215
'[09:50:04.531]',-0.375,0.045
'[09:50:04.539]',-0.335,0.045
'[09:50:04.547]',-0.335,0.055
'[09:50:04.555]',-0.325,0.085
'[09:50:04.563]',-0.285,0.095
'[09:50:04.570]',-0.255,0.135
'[09:50:04.578]',-0.205,0.175
'[09:50:04.586]',-0.235,0.195
'[09:50:04.594]',-0.205,0.215
'[09:50:04.602]',-0.175,0.255
'[09:50:04.609]',-0.145,0.295
'[09:50:04.617]',-0.115,0.335
'[09:50:04.625]',-0.075,0.395
'[09:50:04.633]',-0.035,0.465
'[09:50:04.641]',0.055,0.555
'[09:50:04.648]',0.085,0.625
'[09:50:04.656]',0.145,0.705
'[09:50:04.664]',0.225,0.795
'[09:50:04.672]',0.305,0.885
'[09:50:04.680]',0.375,0.935
'[09:50:04.688]',0.455,0.965
'[09:50:04.695]',0.505,0.965
'[09:50:04.703]',0.555,0.945
'[09:50:04.711]',0.565,0.855
'[09:50:04.719]',0.525,0.745
'[09:50:04.727]',0.465,0.575
'[09:50:04.734]',0.315,0.405
'[09:50:04.742]',0.175,0.225
'[09:50:04.750]',0.025,0.085
'[09:50:04.758]',-0.095,-0.025
'[09:50:04.766]',-0.155,-0.105
'[09:50:04.773]',-0.235,-0.165
'[09:50:04.781]',-0.275,-0.195
'[09:50:04.789]',-0.275,-0.215
'[09:50:04.797]',-0.325,-0.225
'[09:50:04.805]',-0.315,-0.225
'[09:50:04.813]',-0.325,-0.235
'[09:50:04.820]',-0.335,-0.245
'[09:50:04.828]',-0.305,-0.225
'[09:50:04.836]',-0.305,-0.225
'[09:50:04.844]',-0.305,-0.235
'[09:50:04.852]',-0.305,-0.215
'[09:50:04.859]',-0.305,-0.215
'[09:50:04.867]',-0.315,-0.225
'[09:50:04.875]',-0.305,-0.215
'[09:50:04.883]',-0.285,-0.225
'[09:50:04.891]',-0.255,-0.205
'[09:50:04.898]',-0.285,-0.215
'[09:50:04.906]',-0.295,-0.225
'[09:50:04.914]',-0.285,-0.235
'[09:50:04.922]',-0.295,-0.235
'[09:50:04.930]',-0.295,-0.245
'[09:50:04.938]',-0.315,-0.255
'[09:50:04.945]',-0.295,-0.265
'[09:50:04.953]',-0.275,-0.255
'[09:50:04.961]',-0.315,-0.275
'[09:50:04.969]',-0.335,-0.285
'[09:50:04.977]',-0.315,-0.285
'[09:50:04.984]',-0.325,-0.285
'[09:50:04.992]',-0.325,-0.285
'[09:50:05.000]',-0.345,-0.305
'[09:50:05.008]',-0.335,-0.295
'[09:50:05.016]',-0.305,-0.285
'[09:50:05.023]',-0.315,-0.285
'[09:50:05.031]',-0.315,-0.315
'[09:50:05.039]',-0.325,-0.315
'[09:50:05.047]',-0.335,-0.305
'[09:50:05.055]',-0.335,-0.285
'[09:50:05.063]',-0.335,-0.305
'[09:50:05.070]',-0.325,-0.305
'[09:50:05.078]',-0.285,-0.285
'[09:50:05.086]',-0.315,-0.295
'[09:50:05.094]',-0.315,-0.295
'[09:50:05.102]',-0.295,-0.295
'[09:50:05.109]',-0.295,-0.295
'[09:50:05.117]',-0.305,-0.275
'[09:50:05.125]',-0.305,-0.295
'[09:50:05.133]',-0.285,-0.255
'[09:50:05.141]',-0.215,-0.195
'[09:50:05.148]',-0.225,-0.205
'[09:50:05.156]',-0.205,-0.175
'[09:50:05.164]',-0.145,-0.125
'[09:50:05.172]',-0.115,-0.125
'[09:50:05.180]',-0.155,-0.205
'[09:50:05.188]',-0.205,-0.245
'[09:50:05.195]',-0.245,-0.315
'[09:50:05.203]',-0.255,-0.305
'[09:50:05.211]',-0.295,-0.325
'[09:50:05.219]',-0.305,-0.325
'[09:50:05.227]',-0.285,-0.325
'[09:50:05.234]',-0.305,-0.305
'[09:50:05.242]',-0.265,-0.305
'[09:50:05.250]',-0.295,-0.325
'[09:50:05.258]',-0.245,-0.305
'[09:50:05.266]',-0.485,-0.435
'[09:50:05.273]',-0.655,-0.165
'[09:50:05.281]',-0.425,0.145
'[09:50:05.289]',0.445,-0.075
'[09:50:05.297]',1.645,-0.185
'[09:50:05.305]',2.635,0.405
'[09:50:05.313]',2.495,-0.405
'[09:50:05.320]',0.125,-1.395
