'Time','ECG1','ECG2'
'[09:55:00.703]',-0.035,0.105
'[09:55:00.711]',-0.025,0.115
'[09:55:00.719]',-0.015,0.125
'[09:55:00.727]',-0.025,0.145
'[09:55:00.734]',-0.025,0.155
'[09:55:00.742]',-0.045,0.155
'[09:55:00.750]',-0.055,0.145
'[09:55:00.758]',-0.085,0.115
'[09:55:00.766]',-0.115,0.095
'[09:55:00.773]',-0.135,0.085
'[09:55:00.781]',-0.145,0.065
'[09:55:00.789]',-0.115,0.055
'[09:55:00.797]',-0.085,0.045
'[09:55:00.805]',-0.045,0.065
'[09:55:00.813]',-0.025,0.045
'[09:55:00.820]',-0.015,0.015
'[09:55:00.828]',-0.015,-0.015
'[09:55:00.836]',-0.025,-0.035
'[09:55:00.844]',-0.055,-0.045
'[09:55:00.852]',-0.055,-0.055
'[09:55:00.859]',-0.055,-0.055
'[09:55:00.867]',-0.035,-0.045
'[09:55:00.875]',-0.035,-0.055
'[09:55:00.883]',-0.035,-0.055
'[09:55:00.891]',-0.035,-0.045
'[09:55:00.898]',-0.035,-0.045
'[09:55:00.906]',-0.045,-0.035
'[09:55:00.914]',-0.035,-0.055
'[09:55:00.922]',-0.045,-0.055
'[09:55:00.930]',-0.045,-0.045
'[09:55:00.938]',-0.045,-0.045
'[09:55:00.945]',-0.035,-0.055
'[09:55:00.953]',-0.035,-0.065
'[09:55:00.961]',-0.055,-0.065
'[09:55:00.969]',-0.065,-0.065
'[09:55:00.977]',-0.065,-0.075
'[09:55:00.984]',-0.075,-0.065
'[09:55:00.992]',-0.065,-0.045
'[09:55:01.000]',-0.045,-0.005
'[09:55:01.008]',-0.005,0.005
'[09:55:01.016]',0.005,0.005
'[09:55:01.023]',0.065,0.005
'[09:55:01.031]',0.065,-0.015
'[09:55:01.039]',0.095,-0.005
'[09:55:01.047]',0.095,-0.005
'[09:55:01.055]',0.115,-0.055
'[09:55:01.063]',0.035,-0.085
'[09:55:01.070]',-0.015,-0.075
'[09:55:01.078]',-0.075,-0.115
'[09:55:01.086]',-0.115,-0.125
'[09:55:01.094]',-0.135,-0.135
'[09:55:01.102]',-0.135,-0.135
'[09:55:01.109]',-0.145,-0.135
'[09:55:01.117]',-0.155,-0.125
'[09:55:01.125]',-0.135,-0.135
'[09:55:01.133]',-0.135,-0.145
'[09:55:01.141]',-0.145,-0.105
'[09:55:01.148]',-0.185,-0.065
'[09:55:01.156]',-0.035,-0.005
'[09:55:01.164]',0.445,-0.355
'[09:55:01.172]',1.485,-0.795
'[09:55:01.180]',1.815,-1.335
'[09:55:01.188]',-0.095,-1.015
'[09:55:01.195]',-0.965,-0.405
'[09:55:01.203]',-0.615,-0.085
'[09:55:01.211]',-0.265,-0.005
'[09:55:01.219]',-0.165,-0.025
'[09:55:01.227]',-0.165,-0.035
'[09:55:01.234]',-0.165,-0.045
'[09:55:01.242]',-0.155,-0.025
'[09:55:01.250]',-0.155,-0.015
'[09:55:01.258]',-0.135,-0.025
'[09:55:01.266]',-0.145,-0.025
'[09:55:01.273]',-0.135,-0.005
'[09:55:01.281]',-0.135,0.005
'[09:55:01.289]',-0.135,0.005
'[09:55:01.297]',-0.115,0.015
'[09:55:01.305]',-0.115,0.035
'[09:55:01.313]',-0.105,0.065
'[09:55:01.320]',-0.105,0.075
'[09:55:01.328]',-0.095,0.085
'[09:55:01.336]',-0.065,0.095
'[09:55:01.344]',-0.075,0.125
'[09:55:01.352]',-0.065,0.145
'[09:55:01.359]',-0.065,0.165
'[09:55:01.367]',-0.055,0.155
'[09:55:01.375]',-0.075,0.175
'[09:55:01.383]',-0.095,0.175
'[09:55:01.391]',-0.105,0.145
'[09:55:01.398]',-0.125,0.135
'[09:55:01.406]',-0.135,0.125
'[09:55:01.414]',-0.155,0.115
'[09:55:01.422]',-0.145,0.085
'[09:55:01.430]',-0.135,0.085
'[09:55:01.438]',-0.085,0.055
'[09:55:01.445]',-0.065,0.025
'[09:55:01.453]',-0.055,-0.025
'[09:55:01.461]',-0.065,-0.035
'[09:55:01.469]',-0.075,-0.075
'[09:55:01.477]',-0.085,-0.075
'[09:55:01.484]',-0.105,-0.095
'[09:55:01.492]',-0.095,-0.075
'[09:55:01.500]',-0.095,-0.085
'[09:55:01.508]',-0.085,-0.075
'[09:55:01.516]',-0.085,-0.085
'[09:55:01.523]',-0.075,-0.075
'[09:55:01.531]',-0.075,-0.075
'[09:55:01.539]',-0.095,-0.065
'[09:55:01.547]',-0.095,-0.075
'[09:55:01.555]',-0.075,-0.075
'[09:55:01.563]',-0.075,-0.085
'[09:55:01.570]',-0.075,-0.085
'[09:55:01.578]',-0.085,-0.095
'[09:55:01.586]',-0.085,-0.085
'[09:55:01.594]',-0.105,-0.095
'[09:55:01.602]',-0.095,-0.105
'[09:55:01.609]',-0.085,-0.105
'[09:55:01.617]',-0.115,-0.085
'[09:55:01.625]',-0.065,-0.035
'[09:55:01.633]',-0.045,-0.025
'[09:55:01.641]',-0.025,-0.015
'[09:55:01.648]',0.025,-0.035
'[09:55:01.656]',0.015,-0.065
'[09:55:01.664]',0.065,-0.055
'[09:55:01.672]',0.045,-0.045
'[09:55:01.680]',0.065,-0.105
'[09:55:01.688]',-0.025,-0.115
'[09:55:01.695]',-0.055,-0.135
'[09:55:01.703]',-0.115,-0.155
'[09:55:01.711]',-0.155,-0.165
'[09:55:01.719]',-0.175,-0.155
'[09:55:01.727]',-0.145,-0.175
'[09:55:01.734]',-0.185,-0.165
'[09:55:01.742]',-0.175,-0.175
'[09:55:01.750]',-0.165,-0.175
'[09:55:01.758]',-0.155,-0.175
'[09:55:01.766]',-0.185,-0.145
'[09:55:01.773]',-0.185,-0.105
'[09:55:01.781]',0.055,-0.155
'[09:55:01.789]',0.875,-0.585
'[09:55:01.797]',1.955,-1.175
'[09:55:01.805]',0.875,-1.285
'[09:55:01.813]',-0.755,-0.715
'[09:55:01.820]',-0.835,-0.195
'[09:55:01.828]',-0.395,-0.065
'[09:55:01.836]',-0.195,-0.065
'[09:55:01.844]',-0.175,-0.075
'[09:55:01.852]',-0.175,-0.075
'[09:55:01.859]',-0.185,-0.085
'[09:55:01.867]',-0.165,-0.085
'[09:55:01.875]',-0.165,-0.065
'[09:55:01.883]',-0.185,-0.065
'[09:55:01.891]',-0.165,-0.055
'[09:55:01.898]',-0.145,-0.045
'[09:55:01.906]',-0.165,-0.025
'[09:55:01.914]',-0.155,-0.025
'[09:55:01.922]',-0.125,-0.015
'[09:55:01.930]',-0.115,-0.005
'[09:55:01.938]',-0.115,0.015
'[09:55:01.945]',-0.115,0.025
'[09:55:01.953]',-0.105,0.055
'[09:55:01.961]',-0.085,0.065
'[09:55:01.969]',-0.095,0.085
'[09:55:01.977]',-0.095,0.105
'[09:55:01.984]',-0.085,0.115
'[09:55:01.992]',-0.075,0.125
'[09:55:02.000]',-0.085,0.135
'[09:55:02.008]',-0.115,0.115
'[09:55:02.016]',-0.125,0.085
'[09:55:02.023]',-0.145,0.085
'[09:55:02.031]',-0.165,0.055
'[09:55:02.039]',-0.165,0.045
'[09:55:02.047]',-0.145,0.025
'[09:55:02.055]',-0.105,0.025
'[09:55:02.063]',-0.085,0.005
'[09:55:02.070]',-0.075,-0.035
'[09:55:02.078]',-0.075,-0.075
'[09:55:02.086]',-0.085,-0.095
'[09:55:02.094]',-0.115,-0.095
'[09:55:02.102]',-0.115,-0.115
'[09:55:02.109]',-0.115,-0.125
'[09:55:02.117]',-0.095,-0.125
'[09:55:02.125]',-0.095,-0.105
'[09:55:02.133]',-0.115,-0.115
'[09:55:02.141]',-0.095,-0.105
'[09:55:02.148]',-0.095,-0.115
'[09:55:02.156]',-0.105,-0.105
'[09:55:02.164]',-0.085,-0.115
'[09:55:02.172]',-0.095,-0.105
'[09:55:02.180]',-0.085,-0.115
'[09:55:02.188]',-0.085,-0.115
'[09:55:02.195]',-0.095,-0.105
'[09:55:02.203]',-0.085,-0.105
'[09:55:02.211]',-0.095,-0.115
'[09:55:02.219]',-0.095,-0.115
'[09:55:02.227]',-0.105,-0.135
'[09:55:02.234]',-0.105,-0.135
'[09:55:02.242]',-0.105,-0.135
'[09:55:02.250]',-0.105,-0.125
'[09:55:02.258]',-0.105,-0.105
'[09:55:02.266]',-0.055,-0.075
'[09:55:02.273]',-0.045,-0.055
'[09:55:02.281]',-0.015,-0.055
'[09:55:02.289]',0.015,-0.065
'[09:55:02.297]',0.025,-0.085
'[09:55:02.305]',0.045,-0.075
'[09:55:02.313]',0.075,-0.075
'[09:55:02.320]',0.055,-0.135
'[09:55:02.328]',-0.055,-0.125
'[09:55:02.336]',-0.065,-0.135
'[09:55:02.344]',-0.105,-0.185
'[09:55:02.352]',-0.145,-0.185
'[09:55:02.359]',-0.165,-0.195
'[09:55:02.367]',-0.155,-0.175
'[09:55:02.375]',-0.165,-0.185
'[09:55:02.383]',-0.165,-0.185
'[09:55:02.391]',-0.165,-0.185
'[09:55:02.398]',-0.135,-0.155
'[09:55:02.406]',-0.215,-0.125
'[09:55:02.414]',-0.105,-0.055
'[09:55:02.422]',0.375,-0.315
'[09:55:02.430]',1.365,-0.715
'[09:55:02.438]',1.885,-1.335
'[09:55:02.445]',-0.015,-1.055
'[09:55:02.453]',-1.005,-0.445
'[09:55:02.461]',-0.705,-0.135
'[09:55:02.469]',-0.305,-0.055
'[09:55:02.477]',-0.195,-0.075
'[09:55:02.484]',-0.175,-0.085
'[09:55:02.492]',-0.175,-0.085
'[09:55:02.500]',-0.175,-0.065
'[09:55:02.508]',-0.175,-0.075
'[09:55:02.516]',-0.165,-0.065
'[09:55:02.523]',-0.155,-0.055
'[09:55:02.531]',-0.155,-0.045
'[09:55:02.539]',-0.155,-0.045
'[09:55:02.547]',-0.145,-0.045
'[09:55:02.555]',-0.125,-0.035
'[09:55:02.563]',-0.105,-0.025
'[09:55:02.570]',-0.125,-0.015
'[09:55:02.578]',-0.125,-0.005
'[09:55:02.586]',-0.105,0.005
'[09:55:02.594]',-0.105,0.025
'[09:55:02.602]',-0.085,0.055
'[09:55:02.609]',-0.075,0.055
'[09:55:02.617]',-0.065,0.075
'[09:55:02.625]',-0.095,0.085
'[09:55:02.633]',-0.105,0.095
'[09:55:02.641]',-0.115,0.095
'[09:55:02.648]',-0.135,0.085
'[09:55:02.656]',-0.145,0.065
'[09:55:02.664]',-0.185,0.045
'[09:55:02.672]',-0.175,0.025
'[09:55:02.680]',-0.175,0.015
'[09:55:02.688]',-0.155,0.005
'[09:55:02.695]',-0.115,0.015
'[09:55:02.703]',-0.085,-0.015
'[09:55:02.711]',-0.065,-0.035
'[09:55:02.719]',-0.075,-0.075
'[09:55:02.727]',-0.085,-0.095
'[09:55:02.734]',-0.095,-0.115
'[09:55:02.742]',-0.115,-0.115
'[09:55:02.750]',-0.105,-0.115
'[09:55:02.758]',-0.095,-0.115
'[09:55:02.766]',-0.095,-0.125
'[09:55:02.773]',-0.095,-0.115
'[09:55:02.781]',-0.105,-0.115
'[09:55:02.789]',-0.095,-0.105
'[09:55:02.797]',-0.065,-0.105
'[09:55:02.805]',-0.085,-0.105
'[09:55:02.813]',-0.095,-0.095
'[09:55:02.820]',-0.075,-0.115
'[09:55:02.828]',-0.075,-0.115
'[09:55:02.836]',-0.075,-0.125
'[09:55:02.844]',-0.105,-0.115
'[09:55:02.852]',-0.105,-0.125
'[09:55:02.859]',-0.105,-0.125
'[09:55:02.867]',-0.105,-0.125
'[09:55:02.875]',-0.105,-0.125
'[09:55:02.883]',-0.115,-0.135
'[09:55:02.891]',-0.125,-0.125
'[09:55:02.898]',-0.125,-0.105
'[09:55:02.906]',-0.085,-0.075
'[09:55:02.914]',-0.075,-0.075
'[09:55:02.922]',-0.055,-0.055
'[09:55:02.930]',-0.035,-0.045
'[09:55:02.938]',-0.015,-0.035
'[09:55:02.945]',0.035,-0.075
'[09:55:02.953]',0.045,-0.065
'[09:55:02.961]',0.085,-0.095
'[09:55:02.969]',-0.015,-0.125
'[09:55:02.977]',-0.075,-0.135
'[09:55:02.984]',-0.115,-0.165
'[09:55:02.992]',-0.155,-0.165
'[09:55:03.000]',-0.165,-0.165
'[09:55:03.008]',-0.175,-0.165
'[09:55:03.016]',-0.175,-0.175
'[09:55:03.023]',-0.175,-0.155
'[09:55:03.031]',-0.165,-0.165
'[09:55:03.039]',-0.175,-0.165
'[09:55:03.047]',-0.195,-0.135
'[09:55:03.055]',-0.185,-0.065
'[09:55:03.063]',0.155,-0.155
'[09:55:03.070]',1.065,-0.635
'[09:55:03.078]',1.805,-1.245
'[09:55:03.086]',-0.025,-1.055
'[09:55:03.094]',-1.065,-0.505
'[09:55:03.102]',-0.765,-0.175
'[09:55:03.109]',-0.335,-0.085
'[09:55:03.117]',-0.215,-0.075
'[09:55:03.125]',-0.195,-0.075
'[09:55:03.133]',-0.175,-0.085
'[09:55:03.141]',-0.185,-0.095
'[09:55:03.148]',-0.175,-0.075
'[09:55:03.156]',-0.185,-0.065
'[09:55:03.164]',-0.165,-0.055
'[09:55:03.172]',-0.175,-0.045
'[09:55:03.180]',-0.165,-0.045
'[09:55:03.188]',-0.135,-0.035
'[09:55:03.195]',-0.135,-0.035
'[09:55:03.203]',-0.155,-0.015
'[09:55:03.211]',-0.125,0.005
'[09:55:03.219]',-0.125,0.005
'[09:55:03.227]',-0.115,0.025
'[09:55:03.234]',-0.105,0.055
'[09:55:03.242]',-0.095,0.085
'[09:55:03.250]',-0.065,0.085
'[09:55:03.258]',-0.095,0.095
'[09:55:03.266]',-0.115,0.105
'[09:55:03.273]',-0.125,0.115
'[09:55:03.281]',-0.145,0.085
'[09:55:03.289]',-0.175,0.075
'[09:55:03.297]',-0.195,0.045
'[09:55:03.305]',-0.215,0.045
'[09:55:03.313]',-0.215,0.015
'[09:55:03.320]',-0.205,0.015
'[09:55:03.328]',-0.165,0.005
'[09:55:03.336]',-0.115,0.015
'[09:55:03.344]',-0.115,-0.015
'[09:55:03.352]',-0.095,-0.035
'[09:55:03.359]',-0.105,-0.065
'[09:55:03.367]',-0.115,-0.075
'[09:55:03.375]',-0.115,-0.085
'[09:55:03.383]',-0.135,-0.105
'[09:55:03.391]',-0.145,-0.095
'[09:55:03.398]',-0.125,-0.095
'[09:55:03.406]',-0.135,-0.085
'[09:55:03.414]',-0.115,-0.085
'[09:55:03.422]',-0.115,-0.075
'[09:55:03.430]',-0.095,-0.075
'[09:55:03.438]',-0.085,-0.075
'[09:55:03.445]',-0.105,-0.085
'[09:55:03.453]',-0.105,-0.075
'[09:55:03.461]',-0.095,-0.075
'[09:55:03.469]',-0.095,-0.075
'[09:55:03.477]',-0.095,-0.085
'[09:55:03.484]',-0.105,-0.085
'[09:55:03.492]',-0.115,-0.085
'[09:55:03.500]',-0.105,-0.095
'[09:55:03.508]',-0.115,-0.105
'[09:55:03.516]',-0.115,-0.115
'[09:55:03.523]',-0.135,-0.105
'[09:55:03.531]',-0.145,-0.105
'[09:55:03.539]',-0.135,-0.075
'[09:55:03.547]',-0.105,-0.055
'[09:55:03.555]',-0.075,-0.035
'[09:55:03.563]',-0.045,-0.015
'[09:55:03.570]',-0.045,-0.025
'[09:55:03.578]',-0.005,-0.055
'[09:55:03.586]',0.005,-0.035
'[09:55:03.594]',0.015,-0.045
'[09:55:03.602]',0.045,-0.075
'[09:55:03.609]',-0.015,-0.125
'[09:55:03.617]',-0.055,-0.105
'[09:55:03.625]',-0.115,-0.135
'[09:55:03.633]',-0.155,-0.155
'[09:55:03.641]',-0.185,-0.165
'[09:55:03.648]',-0.185,-0.145
'[09:55:03.656]',-0.195,-0.145
'[09:55:03.664]',-0.185,-0.165
'[09:55:03.672]',-0.185,-0.145
'[09:55:03.680]',-0.185,-0.145
'[09:55:03.688]',-0.175,-0.095
'[09:55:03.695]',-0.205,-0.085
'[09:55:03.703]',0.015,-0.105
'[09:55:03.711]',0.645,-0.515
'[09:55:03.719]',1.675,-1.025
'[09:55:03.727]',1.225,-1.305
'[09:55:03.734]',-0.565,-0.715
'[09:55:03.742]',-0.885,-0.205
'[09:55:03.750]',-0.495,-0.015
'[09:55:03.758]',-0.255,-0.025
'[09:55:03.766]',-0.185,-0.045
'[09:55:03.773]',-0.195,-0.035
'[09:55:03.781]',-0.185,-0.025
'[09:55:03.789]',-0.185,-0.025
'[09:55:03.797]',-0.175,-0.035
'[09:55:03.805]',-0.165,-0.015
'[09:55:03.813]',-0.155,-0.015
'[09:55:03.820]',-0.155,0.005
'[09:55:03.828]',-0.145,-0.005
'[09:55:03.836]',-0.145,0.015
'[09:55:03.844]',-0.145,0.015
'[09:55:03.852]',-0.135,0.045
'[09:55:03.859]',-0.125,0.055
'[09:55:03.867]',-0.115,0.075
'[09:55:03.875]',-0.105,0.075
'[09:55:03.883]',-0.105,0.105
'[09:55:03.891]',-0.105,0.125
'[09:55:03.898]',-0.095,0.155
'[09:55:03.906]',-0.085,0.165
'[09:55:03.914]',-0.095,0.175
'[09:55:03.922]',-0.095,0.175
'[09:55:03.930]',-0.115,0.155
'[09:55:03.938]',-0.135,0.155
'[09:55:03.945]',-0.145,0.115
'[09:55:03.953]',-0.165,0.105
'[09:55:03.961]',-0.165,0.115
'[09:55:03.969]',-0.145,0.095
'[09:55:03.977]',-0.145,0.065
'[09:55:03.984]',-0.115,0.045
'[09:55:03.992]',-0.095,0.025
'[09:55:04.000]',-0.095,-0.025
'[09:55:04.008]',-0.095,-0.065
'[09:55:04.016]',-0.115,-0.085
'[09:55:04.023]',-0.135,-0.085
'[09:55:04.031]',-0.145,-0.095
'[09:55:04.039]',-0.145,-0.095
'[09:55:04.047]',-0.145,-0.095
'[09:55:04.055]',-0.125,-0.075
'[09:55:04.063]',-0.135,-0.075
'[09:55:04.070]',-0.115,-0.075
'[09:55:04.078]',-0.135,-0.075
'[09:55:04.086]',-0.135,-0.075
'[09:55:04.094]',-0.125,-0.055
'[09:55:04.102]',-0.115,-0.065
'[09:55:04.109]',-0.115,-0.075
'[09:55:04.117]',-0.125,-0.075
'[09:55:04.125]',-0.115,-0.065
'[09:55:04.133]',-0.125,-0.075
'[09:55:04.141]',-0.125,-0.085
'[09:55:04.148]',-0.125,-0.085
'[09:55:04.156]',-0.135,-0.075
'[09:55:04.164]',-0.155,-0.075
'[09:55:04.172]',-0.135,-0.085
'[09:55:04.180]',-0.135,-0.085
'[09:55:04.188]',-0.155,-0.085
'[09:55:04.195]',-0.155,-0.055
'[09:55:04.203]',-0.125,-0.025
'[09:55:04.211]',-0.075,-0.015
'[09:55:04.219]',-0.055,0.005
'[09:55:04.227]',-0.025,0.005
'[09:55:04.234]',-0.015,-0.015
'[09:55:04.242]',-0.005,-0.015
'[09:55:04.250]',0.015,-0.015
'[09:55:04.258]',0.055,-0.025
'[09:55:04.266]',0.015,-0.075
'[09:55:04.273]',-0.075,-0.065
'[09:55:04.281]',-0.125,-0.095
'[09:55:04.289]',-0.155,-0.115
'[09:55:04.297]',-0.175,-0.115
'[09:55:04.305]',-0.185,-0.115
'[09:55:04.313]',-0.205,-0.105
'[09:55:04.320]',-0.175,-0.115
'[09:55:04.328]',-0.185,-0.115
'[09:55:04.336]',-0.165,-0.115
'[09:55:04.344]',-0.175,-0.055
'[09:55:04.352]',-0.195,-0.025
'[09:55:04.359]',0.055,-0.065
'[09:55:04.367]',0.915,-0.505
'[09:55:04.375]',2.015,-1.065
'[09:55:04.383]',0.625,-1.045
'[09:55:04.391]',-0.955,-0.415
'[09:55:04.398]',-0.785,-0.075
'[09:55:04.406]',-0.375,0.025
'[09:55:04.414]',-0.215,0.005
'[09:55:04.422]',-0.195,0.005
'[09:55:04.430]',-0.205,0.005
'[09:55:04.438]',-0.195,0.005
'[09:55:04.445]',-0.195,0.005
'[09:55:04.453]',-0.185,0.005
'[09:55:04.461]',-0.165,0.015
'[09:55:04.469]',-0.175,0.025
'[09:55:04.477]',-0.165,0.025
'[09:55:04.484]',-0.165,0.045
'[09:55:04.492]',-0.135,0.045
'[09:55:04.500]',-0.115,0.065
'[09:55:04.508]',-0.115,0.075
'[09:55:04.516]',-0.115,0.095
'[09:55:04.523]',-0.105,0.105
'[09:55:04.531]',-0.095,0.125
'[09:55:04.539]',-0.085,0.145
'[09:55:04.547]',-0.065,0.165
'[09:55:04.555]',-0.075,0.195
'[09:55:04.563]',-0.085,0.195
'[09:55:04.570]',-0.085,0.185
'[09:55:04.578]',-0.095,0.175
'[09:55:04.586]',-0.115,0.175
'[09:55:04.594]',-0.145,0.155
'[09:55:04.602]',-0.145,0.135
'[09:55:04.609]',-0.145,0.115
'[09:55:04.617]',-0.135,0.115
'[09:55:04.625]',-0.105,0.095
'[09:55:04.633]',-0.085,0.075
'[09:55:04.641]',-0.055,0.035
'[09:55:04.648]',-0.055,-0.005
'[09:55:04.656]',-0.095,-0.025
'[09:55:04.664]',-0.095,-0.035
'[09:55:04.672]',-0.115,-0.055
'[09:55:04.680]',-0.095,-0.055
'[09:55:04.688]',-0.095,-0.055
'[09:55:04.695]',-0.115,-0.055
'[09:55:04.703]',-0.115,-0.045
'[09:55:04.711]',-0.105,-0.055
'[09:55:04.719]',-0.095,-0.055
'[09:55:04.727]',-0.085,-0.055
'[09:55:04.734]',-0.105,-0.045
'[09:55:04.742]',-0.085,-0.035
'[09:55:04.750]',-0.075,-0.055
'[09:55:04.758]',-0.085,-0.055
'[09:55:04.766]',-0.085,-0.065
'[09:55:04.773]',-0.095,-0.055
'[09:55:04.781]',-0.105,-0.065
'[09:55:04.789]',-0.105,-0.075
'[09:55:04.797]',-0.095,-0.075
'[09:55:04.805]',-0.095,-0.075
'[09:55:04.813]',-0.115,-0.085
'[09:55:04.820]',-0.115,-0.095
'[09:55:04.828]',-0.115,-0.095
'[09:55:04.836]',-0.115,-0.095
'[09:55:04.844]',-0.115,-0.075
'[09:55:04.852]',-0.115,-0.095
'[09:55:04.859]',-0.105,-0.075
'[09:55:04.867]',-0.095,-0.045
'[09:55:04.875]',-0.075,-0.015
'[09:55:04.883]',-0.035,-0.025
'[09:55:04.891]',-0.015,-0.025
'[09:55:04.898]',0.005,-0.035
'[09:55:04.906]',0.015,-0.035
'[09:55:04.914]',0.025,-0.035
'[09:55:04.922]',0.065,-0.035
'[09:55:04.930]',0.085,-0.115
'[09:55:04.938]',-0.025,-0.095
'[09:55:04.945]',-0.065,-0.125
'[09:55:04.953]',-0.095,-0.155
'[09:55:04.961]',-0.135,-0.155
'[09:55:04.969]',-0.135,-0.155
'[09:55:04.977]',-0.165,-0.155
'[09:55:04.984]',-0.145,-0.165
'[09:55:04.992]',-0.145,-0.155
'[09:55:05.000]',-0.145,-0.155
'[09:55:05.008]',-0.125,-0.135
'[09:55:05.016]',-0.165,-0.095
'[09:55:05.023]',-0.055,-0.005
'[09:55:05.031]',0.395,-0.285
'[09:55:05.039]',1.305,-0.775
'[09:55:05.047]',1.915,-1.345
'[09:55:05.055]',0.075,-1.035
'[09:55:05.063]',-0.995,-0.415
'[09:55:05.070]',-0.685,-0.085
'[09:55:05.078]',-0.295,-0.035
'[09:55:05.086]',-0.165,-0.035
'[09:55:05.094]',-0.155,-0.045
'[09:55:05.102]',-0.175,-0.045
'[09:55:05.109]',-0.165,-0.045
'[09:55:05.117]',-0.145,-0.035
'[09:55:05.125]',-0.145,-0.035
'[09:55:05.133]',-0.135,-0.025
'[09:55:05.141]',-0.135,-0.015
'[09:55:05.148]',-0.115,-0.005
'[09:55:05.156]',-0.115,-0.005
'[09:55:05.164]',-0.095,0.005
'[09:55:05.172]',-0.095,0.015
'[09:55:05.180]',-0.075,0.045
'[09:55:05.188]',-0.075,0.065
'[09:55:05.195]',-0.065,0.065
'[09:55:05.203]',-0.055,0.095
'[09:55:05.211]',-0.055,0.115
'[09:55:05.219]',-0.055,0.125
'[09:55:05.227]',-0.045,0.135
'[09:55:05.234]',-0.045,0.145
'[09:55:05.242]',-0.055,0.155
'[09:55:05.250]',-0.065,0.135
'[09:55:05.258]',-0.085,0.105
'[09:55:05.266]',-0.105,0.065
'[09:55:05.273]',-0.115,0.095
'[09:55:05.281]',-0.135,0.065
