'Time','ECG1','ECG2'
'[12:03:04.125]',-0.065,-0.065
'[12:03:04.133]',-0.075,-0.035
'[12:03:04.141]',-0.095,0.015
'[12:03:04.148]',-0.065,-0.065
'[12:03:04.156]',-0.065,-0.045
'[12:03:04.164]',-0.075,-0.055
'[12:03:04.172]',-0.055,-0.055
'[12:03:04.180]',-0.075,-0.055
'[12:03:04.188]',-0.065,0.005
'[12:03:04.195]',-0.075,-0.085
'[12:03:04.203]',-0.105,-0.105
'[12:03:04.211]',-0.095,-0.015
'[12:03:04.219]',-0.085,-0.055
'[12:03:04.227]',-0.085,-0.065
'[12:03:04.234]',-0.095,-0.035
'[12:03:04.242]',-0.115,-0.045
'[12:03:04.250]',-0.105,-0.085
'[12:03:04.258]',-0.105,-0.035
'[12:03:04.266]',-0.125,-0.085
'[12:03:04.273]',-0.105,-0.105
'[12:03:04.281]',-0.075,-0.105
'[12:03:04.289]',-0.085,-0.055
'[12:03:04.297]',-0.095,-0.085
'[12:03:04.305]',-0.095,-0.075
'[12:03:04.313]',-0.105,-0.035
'[12:03:04.320]',-0.105,-0.065
'[12:03:04.328]',-0.135,-0.025
'[12:03:04.336]',-0.095,-0.085
'[12:03:04.344]',-0.105,-0.015
'[12:03:04.352]',-0.095,-0.135
'[12:03:04.359]',-0.095,-0.095
'[12:03:04.367]',-0.115,-0.035
'[12:03:04.375]',-0.105,-0.015
'[12:03:04.383]',-0.105,-0.065
'[12:03:04.391]',-0.105,-0.045
'[12:03:04.398]',-0.095,-0.155
'[12:03:04.406]',-0.085,-0.105
'[12:03:04.414]',-0.115,-0.025
'[12:03:04.422]',-0.075,-0.075
'[12:03:04.430]',-0.075,-0.115
'[12:03:04.438]',-0.105,-0.055
'[12:03:04.445]',-0.115,-0.045
'[12:03:04.453]',-0.145,-0.025
'[12:03:04.461]',-0.095,-0.045
'[12:03:04.469]',-0.085,-0.095
'[12:03:04.477]',-0.075,-0.105
'[12:03:04.484]',-0.085,-0.055
'[12:03:04.492]',-0.085,-0.065
'[12:03:04.500]',-0.085,-0.085
'[12:03:04.508]',-0.125,-0.085
'[12:03:04.516]',-0.115,-0.005
'[12:03:04.523]',-0.075,-0.015
'[12:03:04.531]',-0.095,-0.085
'[12:03:04.539]',-0.095,-0.065
'[12:03:04.547]',-0.085,-0.075
'[12:03:04.555]',-0.105,-0.085
'[12:03:04.563]',-0.075,-0.075
'[12:03:04.570]',-0.115,-0.025
'[12:03:04.578]',-0.085,-0.075
'[12:03:04.586]',-0.095,-0.085
'[12:03:04.594]',-0.105,-0.085
'[12:03:04.602]',-0.095,0.005
'[12:03:04.609]',-0.065,-0.065
'[12:03:04.617]',-0.035,-0.045
'[12:03:04.625]',-0.025,0.025
'[12:03:04.633]',-0.005,0.005
'[12:03:04.641]',0.005,0.065
'[12:03:04.648]',0.085,-0.025
'[12:03:04.656]',0.095,0.015
'[12:03:04.664]',0.045,-0.035
'[12:03:04.672]',0.025,-0.045
'[12:03:04.680]',-0.005,-0.135
'[12:03:04.688]',-0.085,-0.005
'[12:03:04.695]',-0.075,-0.095
'[12:03:04.703]',-0.125,-0.185
'[12:03:04.711]',-0.125,-0.155
'[12:03:04.719]',-0.085,-0.065
'[12:03:04.727]',-0.085,-0.115
'[12:03:04.734]',-0.085,-0.005
'[12:03:04.742]',-0.015,0.135
'[12:03:04.750]',0.315,-0.245
'[12:03:04.758]',0.905,-0.325
'[12:03:04.766]',1.245,-0.445
'[12:03:04.773]',0.185,-0.645
'[12:03:04.781]',-0.695,-0.585
'[12:03:04.789]',-0.565,-0.225
'[12:03:04.797]',-0.235,-0.035
'[12:03:04.805]',-0.105,-0.135
'[12:03:04.813]',-0.075,-0.105
'[12:03:04.820]',-0.105,-0.085
'[12:03:04.828]',-0.125,-0.065
'[12:03:04.836]',-0.125,-0.035
'[12:03:04.844]',-0.075,-0.035
'[12:03:04.852]',-0.075,-0.105
'[12:03:04.859]',-0.095,-0.105
'[12:03:04.867]',-0.095,-0.015
'[12:03:04.875]',-0.085,0.005
'[12:03:04.883]',-0.035,-0.135
'[12:03:04.891]',-0.085,-0.095
'[12:03:04.898]',-0.075,-0.035
'[12:03:04.906]',-0.035,-0.015
'[12:03:04.914]',-0.035,-0.055
'[12:03:04.922]',-0.025,-0.055
'[12:03:04.930]',-0.015,0.005
'[12:03:04.938]',0.015,-0.055
'[12:03:04.945]',0.025,-0.105
'[12:03:04.953]',-0.005,-0.045
'[12:03:04.961]',0.035,-0.045
'[12:03:04.969]',0.055,-0.065
'[12:03:04.977]',0.065,-0.015
'[12:03:04.984]',0.075,-0.115
'[12:03:04.992]',0.105,-0.065
'[12:03:05.000]',0.125,0.035
'[12:03:05.008]',0.165,-0.085
'[12:03:05.016]',0.165,-0.165
'[12:03:05.023]',0.225,-0.085
'[12:03:05.031]',0.215,-0.025
'[12:03:05.039]',0.265,-0.075
'[12:03:05.047]',0.295,-0.165
'[12:03:05.055]',0.295,-0.115
'[12:03:05.063]',0.295,-0.095
'[12:03:05.070]',0.295,-0.155
'[12:03:05.078]',0.215,-0.105
'[12:03:05.086]',0.165,-0.075
'[12:03:05.094]',0.105,-0.055
'[12:03:05.102]',0.025,-0.095
'[12:03:05.109]',-0.055,-0.025
'[12:03:05.117]',-0.065,-0.075
'[12:03:05.125]',-0.115,-0.105
'[12:03:05.133]',-0.125,-0.055
'[12:03:05.141]',-0.165,-0.095
'[12:03:05.148]',-0.155,-0.075
'[12:03:05.156]',-0.175,-0.085
'[12:03:05.164]',-0.195,-0.065
'[12:03:05.172]',-0.175,-0.035
'[12:03:05.180]',-0.155,-0.145
'[12:03:05.188]',-0.185,-0.115
'[12:03:05.195]',-0.165,-0.095
'[12:03:05.203]',-0.185,-0.095
'[12:03:05.211]',-0.175,-0.065
'[12:03:05.219]',-0.175,-0.105
'[12:03:05.227]',-0.175,-0.065
'[12:03:05.234]',-0.165,-0.085
'[12:03:05.242]',-0.155,-0.065
'[12:03:05.250]',-0.165,-0.065
'[12:03:05.258]',-0.155,-0.105
'[12:03:05.266]',-0.165,-0.075
