'Time','ECG1','ECG2'
'[08:22:00.461]',-0.145,-0.005
'[08:22:00.469]',-0.175,-0.005
'[08:22:00.477]',-0.175,-0.005
'[08:22:00.484]',-0.155,-0.015
'[08:22:00.492]',-0.145,0.005
'[08:22:00.500]',-0.175,-0.015
'[08:22:00.508]',-0.185,-0.005
'[08:22:00.516]',-0.135,0.005
'[08:22:00.523]',-0.155,0.005
'[08:22:00.531]',-0.205,-0.005
'[08:22:00.539]',-0.205,-0.035
'[08:22:00.547]',-0.195,-0.005
'[08:22:00.555]',-0.175,-0.015
'[08:22:00.563]',-0.155,-0.005
'[08:22:00.570]',-0.195,-0.015
'[08:22:00.578]',-0.155,-0.005
'[08:22:00.586]',-0.205,-0.025
'[08:22:00.594]',-0.215,-0.045
'[08:22:00.602]',-0.225,-0.045
'[08:22:00.609]',-0.185,-0.015
'[08:22:00.617]',-0.185,-0.015
'[08:22:00.625]',-0.145,-0.005
'[08:22:00.633]',-0.135,0.015
'[08:22:00.641]',-0.155,0.035
'[08:22:00.648]',-0.055,0.045
'[08:22:00.656]',-0.065,-0.035
'[08:22:00.664]',-0.055,-0.045
'[08:22:00.672]',-0.105,-0.045
'[08:22:00.680]',-0.155,-0.055
'[08:22:00.688]',-0.135,-0.035
'[08:22:00.695]',-0.145,-0.025
'[08:22:00.703]',-0.145,-0.045
'[08:22:00.711]',-0.185,-0.045
'[08:22:00.719]',-0.205,-0.045
'[08:22:00.727]',-0.195,-0.045
'[08:22:00.734]',-0.245,-0.065
'[08:22:00.742]',-0.235,-0.035
'[08:22:00.750]',-0.205,-0.045
'[08:22:00.758]',-0.175,-0.015
'[08:22:00.766]',-0.675,0.135
'[08:22:00.773]',-0.835,-0.005
'[08:22:00.781]',0.075,-0.355
'[08:22:00.789]',1.975,-0.545
'[08:22:00.797]',2.915,0.015
'[08:22:00.805]',2.645,0.505
'[08:22:00.813]',1.835,0.595
'[08:22:00.820]',0.045,-0.545
'[08:22:00.828]',-0.475,-0.515
'[08:22:00.836]',-0.345,-0.185
'[08:22:00.844]',-0.315,-0.055
'[08:22:00.852]',-0.345,-0.065
'[08:22:00.859]',-0.365,-0.055
'[08:22:00.867]',-0.365,-0.095
'[08:22:00.875]',-0.355,-0.085
'[08:22:00.883]',-0.315,-0.075
'[08:22:00.891]',-0.335,-0.085
'[08:22:00.898]',-0.315,-0.085
'[08:22:00.906]',-0.315,-0.105
'[08:22:00.914]',-0.275,-0.105
'[08:22:00.922]',-0.265,-0.115
'[08:22:00.930]',-0.265,-0.135
'[08:22:00.938]',-0.265,-0.155
'[08:22:00.945]',-0.185,-0.175
'[08:22:00.953]',-0.205,-0.185
'[08:22:00.961]',-0.205,-0.215
'[08:22:00.969]',-0.185,-0.195
'[08:22:00.977]',-0.125,-0.235
'[08:22:00.984]',-0.135,-0.245
'[08:22:00.992]',-0.105,-0.295
'[08:22:01.000]',-0.095,-0.305
'[08:22:01.008]',-0.075,-0.265
'[08:22:01.016]',-0.085,-0.275
'[08:22:01.023]',-0.075,-0.275
'[08:22:01.031]',-0.085,-0.285
'[08:22:01.039]',-0.055,-0.245
'[08:22:01.047]',-0.055,-0.195
'[08:22:01.055]',-0.095,-0.125
'[08:22:01.063]',-0.125,-0.105
'[08:22:01.070]',-0.115,-0.065
'[08:22:01.078]',-0.165,0.005
'[08:22:01.086]',-0.155,-0.025
'[08:22:01.094]',-0.205,-0.025
'[08:22:01.102]',-0.225,0.005
'[08:22:01.109]',-0.225,0.025
'[08:22:01.117]',-0.205,0.005
'[08:22:01.125]',-0.215,-0.005
'[08:22:01.133]',-0.195,-0.015
'[08:22:01.141]',-0.195,-0.005
'[08:22:01.148]',-0.205,0.005
'[08:22:01.156]',-0.195,-0.015
'[08:22:01.164]',-0.195,0.005
'[08:22:01.172]',-0.215,-0.005
'[08:22:01.180]',-0.215,-0.035
'[08:22:01.188]',-0.165,-0.005
'[08:22:01.195]',-0.205,-0.015
'[08:22:01.203]',-0.175,0.005
'[08:22:01.211]',-0.175,-0.005
'[08:22:01.219]',-0.225,-0.005
'[08:22:01.227]',-0.175,0.005
'[08:22:01.234]',-0.145,0.005
'[08:22:01.242]',-0.215,-0.015
'[08:22:01.250]',-0.215,-0.025
'[08:22:01.258]',-0.195,-0.005
'[08:22:01.266]',-0.175,-0.005
'[08:22:01.273]',-0.215,-0.005
'[08:22:01.281]',-0.185,-0.025
'[08:22:01.289]',-0.185,-0.015
'[08:22:01.297]',-0.165,0.015
'[08:22:01.305]',-0.155,-0.005
'[08:22:01.313]',-0.155,0.015
'[08:22:01.320]',-0.125,0.025
'[08:22:01.328]',-0.065,0.025
'[08:22:01.336]',-0.055,-0.025
'[08:22:01.344]',-0.135,-0.045
'[08:22:01.352]',-0.155,-0.055
'[08:22:01.359]',-0.165,-0.045
'[08:22:01.367]',-0.175,-0.045
'[08:22:01.375]',-0.155,-0.015
'[08:22:01.383]',-0.155,-0.015
'[08:22:01.391]',-0.175,-0.035
'[08:22:01.398]',-0.185,-0.045
'[08:22:01.406]',-0.245,-0.055
'[08:22:01.414]',-0.215,-0.035
'[08:22:01.422]',-0.185,-0.005
'[08:22:01.430]',-0.135,-0.025
'[08:22:01.438]',-0.185,-0.025
'[08:22:01.445]',-0.525,0.105
'[08:22:01.453]',-0.945,0.185
'[08:22:01.461]',-0.375,-0.085
'[08:22:01.469]',1.205,-0.425
'[08:22:01.477]',2.675,-0.255
'[08:22:01.484]',2.915,0.025
'[08:22:01.492]',2.555,0.355
'[08:22:01.500]',0.715,-0.415
'[08:22:01.508]',-0.395,-0.665
'[08:22:01.516]',-0.305,-0.175
'[08:22:01.523]',-0.275,-0.025
'[08:22:01.531]',-0.325,-0.045
'[08:22:01.539]',-0.375,-0.035
'[08:22:01.547]',-0.335,-0.025
'[08:22:01.555]',-0.375,-0.035
'[08:22:01.563]',-0.315,-0.045
'[08:22:01.570]',-0.295,-0.035
'[08:22:01.578]',-0.295,-0.055
'[08:22:01.586]',-0.285,-0.075
'[08:22:01.594]',-0.295,-0.055
'[08:22:01.602]',-0.275,-0.065
'[08:22:01.609]',-0.235,-0.045
'[08:22:01.617]',-0.215,-0.075
'[08:22:01.625]',-0.235,-0.085
'[08:22:01.633]',-0.185,-0.085
'[08:22:01.641]',-0.135,-0.095
'[08:22:01.648]',-0.135,-0.105
'[08:22:01.656]',-0.095,-0.135
'[08:22:01.664]',-0.105,-0.145
'[08:22:01.672]',-0.075,-0.145
'[08:22:01.680]',-0.065,-0.175
'[08:22:01.688]',-0.025,-0.205
'[08:22:01.695]',-0.035,-0.195
'[08:22:01.703]',-0.035,-0.205
'[08:22:01.711]',-0.035,-0.195
'[08:22:01.719]',-0.055,-0.205
'[08:22:01.727]',-0.055,-0.145
'[08:22:01.734]',-0.115,-0.105
'[08:22:01.742]',-0.085,-0.105
'[08:22:01.750]',-0.145,-0.095
'[08:22:01.758]',-0.155,-0.025
'[08:22:01.766]',-0.185,-0.015
'[08:22:01.773]',-0.195,-0.025
'[08:22:01.781]',-0.225,-0.015
'[08:22:01.789]',-0.215,-0.005
'[08:22:01.797]',-0.205,-0.005
'[08:22:01.805]',-0.215,-0.005
'[08:22:01.813]',-0.195,0.005
'[08:22:01.820]',-0.185,-0.015
'[08:22:01.828]',-0.185,-0.015
'[08:22:01.836]',-0.205,-0.025
'[08:22:01.844]',-0.205,-0.015
'[08:22:01.852]',-0.185,0.035
'[08:22:01.859]',-0.185,0.005
'[08:22:01.867]',-0.185,-0.015
'[08:22:01.875]',-0.175,-0.025
'[08:22:01.883]',-0.185,-0.005
'[08:22:01.891]',-0.185,-0.005
'[08:22:01.898]',-0.165,-0.015
'[08:22:01.906]',-0.215,-0.045
'[08:22:01.914]',-0.215,-0.005
'[08:22:01.922]',-0.205,-0.005
'[08:22:01.930]',-0.215,-0.025
'[08:22:01.938]',-0.205,-0.015
'[08:22:01.945]',-0.205,-0.025
'[08:22:01.953]',-0.195,0.005
'[08:22:01.961]',-0.195,0.005
'[08:22:01.969]',-0.215,-0.025
'[08:22:01.977]',-0.205,-0.005
'[08:22:01.984]',-0.195,-0.015
'[08:22:01.992]',-0.155,0.005
'[08:22:02.000]',-0.135,0.025
'[08:22:02.008]',-0.145,0.035
'[08:22:02.016]',-0.055,0.025
'[08:22:02.023]',-0.095,-0.015
'[08:22:02.031]',-0.115,-0.045
'[08:22:02.039]',-0.125,-0.045
'[08:22:02.047]',-0.185,-0.035
'[08:22:02.055]',-0.165,-0.035
'[08:22:02.063]',-0.165,-0.025
'[08:22:02.070]',-0.185,-0.005
'[08:22:02.078]',-0.195,-0.015
'[08:22:02.086]',-0.215,-0.035
'[08:22:02.094]',-0.235,-0.015
'[08:22:02.102]',-0.225,-0.035
'[08:22:02.109]',-0.215,-0.015
'[08:22:02.117]',-0.225,-0.005
'[08:22:02.125]',-0.205,-0.015
'[08:22:02.133]',-0.325,0.065
'[08:22:02.141]',-0.915,0.245
'[08:22:02.148]',-0.775,0.055
'[08:22:02.156]',0.525,-0.415
'[08:22:02.164]',2.385,-0.355
'[08:22:02.172]',2.925,-0.065
'[08:22:02.180]',2.565,0.275
'[08:22:02.188]',0.835,-0.565
'[08:22:02.195]',-0.255,-0.665
'[08:22:02.203]',-0.245,-0.115
'[08:22:02.211]',-0.275,0.035
'[08:22:02.219]',-0.345,0.005
'[08:22:02.227]',-0.345,-0.005
'[08:22:02.234]',-0.375,-0.015
'[08:22:02.242]',-0.385,-0.015
'[08:22:02.250]',-0.365,-0.025
'[08:22:02.258]',-0.355,-0.015
'[08:22:02.266]',-0.355,-0.025
'[08:22:02.273]',-0.325,-0.025
'[08:22:02.281]',-0.325,-0.055
'[08:22:02.289]',-0.325,-0.035
'[08:22:02.297]',-0.295,-0.015
'[08:22:02.305]',-0.245,-0.025
'[08:22:02.313]',-0.235,-0.045
'[08:22:02.320]',-0.225,-0.065
'[08:22:02.328]',-0.185,-0.055
'[08:22:02.336]',-0.185,-0.085
'[08:22:02.344]',-0.135,-0.115
'[08:22:02.352]',-0.125,-0.135
'[08:22:02.359]',-0.105,-0.115
'[08:22:02.367]',-0.095,-0.165
'[08:22:02.375]',-0.075,-0.185
'[08:22:02.383]',-0.095,-0.175
'[08:22:02.391]',-0.075,-0.185
'[08:22:02.398]',-0.065,-0.205
'[08:22:02.406]',-0.075,-0.205
'[08:22:02.414]',-0.045,-0.155
'[08:22:02.422]',-0.075,-0.115
'[08:22:02.430]',-0.125,-0.095
'[08:22:02.438]',-0.165,-0.075
'[08:22:02.445]',-0.165,-0.035
'[08:22:02.453]',-0.205,-0.015
'[08:22:02.461]',-0.195,0.015
'[08:22:02.469]',-0.205,0.005
'[08:22:02.477]',-0.235,0.015
'[08:22:02.484]',-0.215,0.005
'[08:22:02.492]',-0.205,0.005
'[08:22:02.500]',-0.205,-0.005
'[08:22:02.508]',-0.175,-0.005
'[08:22:02.516]',-0.175,-0.025
'[08:22:02.523]',-0.195,0.025
'[08:22:02.531]',-0.185,0.005
'[08:22:02.539]',-0.185,0.005
'[08:22:02.547]',-0.185,-0.015
'[08:22:02.555]',-0.185,-0.015
'[08:22:02.563]',-0.175,0.005
'[08:22:02.570]',-0.185,-0.005
'[08:22:02.578]',-0.145,-0.005
'[08:22:02.586]',-0.175,-0.025
'[08:22:02.594]',-0.205,-0.035
'[08:22:02.602]',-0.185,0.005
'[08:22:02.609]',-0.185,0.005
'[08:22:02.617]',-0.155,-0.015
'[08:22:02.625]',-0.195,-0.025
'[08:22:02.633]',-0.155,-0.035
'[08:22:02.641]',-0.175,-0.015
'[08:22:02.648]',-0.205,-0.055
'[08:22:02.656]',-0.195,-0.055
'[08:22:02.664]',-0.195,-0.035
'[08:22:02.672]',-0.155,-0.045
'[08:22:02.680]',-0.145,-0.025
'[08:22:02.688]',-0.155,0.015
'[08:22:02.695]',-0.125,0.025
'[08:22:02.703]',-0.065,-0.025
'[08:22:02.711]',-0.035,-0.085
'[08:22:02.719]',-0.115,-0.075
'[08:22:02.727]',-0.135,-0.065
'[08:22:02.734]',-0.135,-0.055
'[08:22:02.742]',-0.155,-0.085
'[08:22:02.750]',-0.145,-0.015
'[08:22:02.758]',-0.215,-0.035
'[08:22:02.766]',-0.195,-0.045
'[08:22:02.773]',-0.185,-0.055
'[08:22:02.781]',-0.225,-0.065
'[08:22:02.789]',-0.195,-0.045
'[08:22:02.797]',-0.215,-0.025
'[08:22:02.805]',-0.185,-0.075
'[08:22:02.813]',-0.185,-0.065
'[08:22:02.820]',-0.535,0.085
'[08:22:02.828]',-0.915,0.105
'[08:22:02.836]',-0.305,-0.305
'[08:22:02.844]',1.685,-0.595
'[08:22:02.852]',2.815,-0.105
'[08:22:02.859]',2.745,0.405
'[08:22:02.867]',2.005,0.235
'[08:22:02.875]',0.235,-0.735
'[08:22:02.883]',-0.345,-0.545
'[08:22:02.891]',-0.255,-0.115
'[08:22:02.898]',-0.305,-0.075
'[08:22:02.906]',-0.365,-0.095
'[08:22:02.914]',-0.355,-0.075
'[08:22:02.922]',-0.365,-0.075
'[08:22:02.930]',-0.325,-0.095
'[08:22:02.938]',-0.375,-0.115
'[08:22:02.945]',-0.345,-0.115
'[08:22:02.953]',-0.315,-0.095
'[08:22:02.961]',-0.325,-0.125
'[08:22:02.969]',-0.335,-0.105
'[08:22:02.977]',-0.265,-0.115
'[08:22:02.984]',-0.245,-0.125
'[08:22:02.992]',-0.225,-0.175
'[08:22:03.000]',-0.195,-0.165
'[08:22:03.008]',-0.215,-0.185
'[08:22:03.016]',-0.175,-0.195
'[08:22:03.023]',-0.135,-0.195
'[08:22:03.031]',-0.145,-0.245
'[08:22:03.039]',-0.135,-0.255
'[08:22:03.047]',-0.125,-0.265
'[08:22:03.055]',-0.085,-0.285
'[08:22:03.063]',-0.055,-0.325
'[08:22:03.070]',-0.065,-0.365
'[08:22:03.078]',-0.055,-0.315
'[08:22:03.086]',-0.055,-0.325
'[08:22:03.094]',-0.055,-0.305
'[08:22:03.102]',-0.065,-0.265
'[08:22:03.109]',-0.085,-0.205
'[08:22:03.117]',-0.065,-0.155
'[08:22:03.125]',-0.105,-0.125
'[08:22:03.133]',-0.145,-0.105
'[08:22:03.141]',-0.155,-0.035
'[08:22:03.148]',-0.195,-0.035
'[08:22:03.156]',-0.205,-0.055
'[08:22:03.164]',-0.175,-0.025
'[08:22:03.172]',-0.205,-0.015
'[08:22:03.180]',-0.215,-0.025
'[08:22:03.188]',-0.225,-0.025
'[08:22:03.195]',-0.165,-0.045
'[08:22:03.203]',-0.175,-0.005
'[08:22:03.211]',-0.185,-0.025
'[08:22:03.219]',-0.195,-0.025
'[08:22:03.227]',-0.195,-0.035
'[08:22:03.234]',-0.175,-0.035
'[08:22:03.242]',-0.175,-0.035
'[08:22:03.250]',-0.185,-0.035
'[08:22:03.258]',-0.205,-0.055
'[08:22:03.266]',-0.205,-0.035
'[08:22:03.273]',-0.185,-0.045
'[08:22:03.281]',-0.215,-0.025
'[08:22:03.289]',-0.185,-0.035
'[08:22:03.297]',-0.185,-0.035
'[08:22:03.305]',-0.195,-0.055
'[08:22:03.313]',-0.185,-0.045
'[08:22:03.320]',-0.185,-0.055
'[08:22:03.328]',-0.205,-0.045
'[08:22:03.336]',-0.225,-0.055
'[08:22:03.344]',-0.165,-0.055
'[08:22:03.352]',-0.175,-0.055
'[08:22:03.359]',-0.155,-0.025
'[08:22:03.367]',-0.135,-0.025
'[08:22:03.375]',-0.155,-0.005
'[08:22:03.383]',-0.095,-0.015
'[08:22:03.391]',-0.025,-0.035
'[08:22:03.398]',-0.035,-0.065
'[08:22:03.406]',-0.085,-0.085
'[08:22:03.414]',-0.125,-0.075
'[08:22:03.422]',-0.125,-0.075
'[08:22:03.430]',-0.155,-0.045
'[08:22:03.438]',-0.185,-0.015
'[08:22:03.445]',-0.165,-0.065
'[08:22:03.453]',-0.195,-0.065
'[08:22:03.461]',-0.215,-0.055
'[08:22:03.469]',-0.195,-0.065
'[08:22:03.477]',-0.205,-0.065
'[08:22:03.484]',-0.195,-0.045
'[08:22:03.492]',-0.165,-0.025
'[08:22:03.500]',-0.225,-0.075
'[08:22:03.508]',-0.645,0.125
'[08:22:03.516]',-0.885,0.005
'[08:22:03.523]',-0.215,-0.405
'[08:22:03.531]',1.575,-0.675
'[08:22:03.539]',2.715,-0.145
'[08:22:03.547]',2.735,0.385
'[08:22:03.555]',2.105,0.475
'[08:22:03.563]',0.285,-0.655
'[08:22:03.570]',-0.355,-0.615
'[08:22:03.578]',-0.285,-0.215
'[08:22:03.586]',-0.315,-0.045
'[08:22:03.594]',-0.335,-0.095
'[08:22:03.602]',-0.365,-0.095
'[08:22:03.609]',-0.385,-0.095
'[08:22:03.617]',-0.355,-0.155
'[08:22:03.625]',-0.375,-0.135
'[08:22:03.633]',-0.335,-0.105
'[08:22:03.641]',-0.335,-0.125
'[08:22:03.648]',-0.335,-0.145
'[08:22:03.656]',-0.295,-0.155
'[08:22:03.664]',-0.285,-0.175
'[08:22:03.672]',-0.285,-0.175
'[08:22:03.680]',-0.275,-0.185
'[08:22:03.688]',-0.225,-0.225
'[08:22:03.695]',-0.245,-0.225
'[08:22:03.703]',-0.185,-0.255
'[08:22:03.711]',-0.195,-0.275
'[08:22:03.719]',-0.185,-0.335
'[08:22:03.727]',-0.165,-0.325
'[08:22:03.734]',-0.135,-0.355
'[08:22:03.742]',-0.115,-0.375
'[08:22:03.750]',-0.095,-0.385
'[08:22:03.758]',-0.075,-0.405
'[08:22:03.766]',-0.065,-0.395
'[08:22:03.773]',-0.085,-0.355
'[08:22:03.781]',-0.075,-0.335
'[08:22:03.789]',-0.065,-0.275
'[08:22:03.797]',-0.115,-0.205
'[08:22:03.805]',-0.125,-0.165
'[08:22:03.813]',-0.155,-0.145
'[08:22:03.820]',-0.185,-0.055
'[08:22:03.828]',-0.195,-0.035
'[08:22:03.836]',-0.205,-0.025
'[08:22:03.844]',-0.215,-0.025
'[08:22:03.852]',-0.215,-0.045
'[08:22:03.859]',-0.225,-0.045
'[08:22:03.867]',-0.205,-0.035
'[08:22:03.875]',-0.245,-0.025
'[08:22:03.883]',-0.235,-0.045
'[08:22:03.891]',-0.235,-0.045
'[08:22:03.898]',-0.205,-0.005
'[08:22:03.906]',-0.235,-0.035
'[08:22:03.914]',-0.215,-0.035
'[08:22:03.922]',-0.205,-0.035
'[08:22:03.930]',-0.205,-0.025
'[08:22:03.938]',-0.195,-0.035
'[08:22:03.945]',-0.195,-0.045
'[08:22:03.953]',-0.185,-0.045
'[08:22:03.961]',-0.205,-0.045
'[08:22:03.969]',-0.195,-0.025
'[08:22:03.977]',-0.215,-0.045
'[08:22:03.984]',-0.215,-0.025
'[08:22:03.992]',-0.175,-0.035
'[08:22:04.000]',-0.235,-0.055
'[08:22:04.008]',-0.205,-0.015
'[08:22:04.016]',-0.215,-0.025
'[08:22:04.023]',-0.205,-0.025
'[08:22:04.031]',-0.195,-0.025
'[08:22:04.039]',-0.215,-0.065
'[08:22:04.047]',-0.165,-0.015
'[08:22:04.055]',-0.165,0.015
'[08:22:04.063]',-0.175,0.005
'[08:22:04.070]',-0.115,0.005
'[08:22:04.078]',-0.075,0.015
'[08:22:04.086]',-0.045,-0.045
'[08:22:04.094]',-0.125,-0.065
'[08:22:04.102]',-0.155,-0.045
'[08:22:04.109]',-0.155,-0.055
'[08:22:04.117]',-0.175,-0.055
'[08:22:04.125]',-0.195,-0.015
'[08:22:04.133]',-0.205,-0.035
'[08:22:04.141]',-0.255,-0.045
'[08:22:04.148]',-0.245,-0.065
'[08:22:04.156]',-0.245,-0.045
'[08:22:04.164]',-0.235,-0.045
'[08:22:04.172]',-0.225,-0.045
'[08:22:04.180]',-0.185,-0.035
'[08:22:04.188]',-0.235,-0.015
'[08:22:04.195]',-0.835,0.135
'[08:22:04.203]',-0.795,0.005
'[08:22:04.211]',0.315,-0.355
'[08:22:04.219]',2.095,-0.505
'[08:22:04.227]',2.845,-0.055
'[08:22:04.234]',2.625,0.395
'[08:22:04.242]',1.465,0.475
'[08:22:04.250]',-0.215,-0.645
'[08:22:04.258]',-0.485,-0.475
'[08:22:04.266]',-0.335,-0.155
'[08:22:04.273]',-0.315,-0.055
'[08:22:04.281]',-0.405,-0.085
'[08:22:04.289]',-0.395,-0.095
'[08:22:04.297]',-0.375,-0.085
'[08:22:04.305]',-0.355,-0.065
'[08:22:04.313]',-0.335,-0.085
'[08:22:04.320]',-0.335,-0.105
'[08:22:04.328]',-0.295,-0.115
'[08:22:04.336]',-0.345,-0.095
'[08:22:04.344]',-0.295,-0.115
'[08:22:04.352]',-0.295,-0.125
'[08:22:04.359]',-0.255,-0.115
'[08:22:04.367]',-0.255,-0.135
'[08:22:04.375]',-0.205,-0.175
'[08:22:04.383]',-0.205,-0.185
'[08:22:04.391]',-0.175,-0.155
'[08:22:04.398]',-0.155,-0.195
'[08:22:04.406]',-0.145,-0.225
'[08:22:04.414]',-0.125,-0.235
'[08:22:04.422]',-0.085,-0.275
'[08:22:04.430]',-0.075,-0.275
'[08:22:04.438]',-0.085,-0.305
'[08:22:04.445]',-0.085,-0.265
'[08:22:04.453]',-0.075,-0.265
'[08:22:04.461]',-0.075,-0.275
'[08:22:04.469]',-0.065,-0.245
'[08:22:04.477]',-0.085,-0.205
'[08:22:04.484]',-0.105,-0.155
'[08:22:04.492]',-0.115,-0.105
'[08:22:04.500]',-0.145,-0.105
'[08:22:04.508]',-0.185,-0.055
'[08:22:04.516]',-0.165,-0.025
'[08:22:04.523]',-0.195,-0.025
'[08:22:04.531]',-0.215,-0.025
'[08:22:04.539]',-0.215,-0.015
'[08:22:04.547]',-0.205,-0.015
'[08:22:04.555]',-0.195,-0.005
'[08:22:04.563]',-0.205,-0.015
'[08:22:04.570]',-0.225,-0.045
'[08:22:04.578]',-0.195,-0.025
'[08:22:04.586]',-0.185,-0.025
'[08:22:04.594]',-0.205,-0.025
'[08:22:04.602]',-0.185,-0.035
'[08:22:04.609]',-0.155,-0.045
'[08:22:04.617]',-0.195,-0.035
'[08:22:04.625]',-0.175,-0.015
'[08:22:04.633]',-0.175,-0.045
'[08:22:04.641]',-0.185,-0.025
'[08:22:04.648]',-0.175,-0.055
'[08:22:04.656]',-0.195,-0.055
'[08:22:04.664]',-0.185,-0.045
'[08:22:04.672]',-0.175,-0.015
'[08:22:04.680]',-0.215,-0.025
'[08:22:04.688]',-0.205,-0.055
'[08:22:04.695]',-0.165,-0.055
'[08:22:04.703]',-0.175,-0.045
'[08:22:04.711]',-0.185,-0.025
'[08:22:04.719]',-0.185,-0.035
'[08:22:04.727]',-0.135,-0.025
'[08:22:04.734]',-0.095,0.005
'[08:22:04.742]',-0.135,-0.005
'[08:22:04.750]',-0.085,0.025
'[08:22:04.758]',-0.025,-0.015
'[08:22:04.766]',-0.055,-0.055
'[08:22:04.773]',-0.115,-0.075
'[08:22:04.781]',-0.155,-0.085
'[08:22:04.789]',-0.125,-0.075
'[08:22:04.797]',-0.115,-0.055
'[08:22:04.805]',-0.175,0.005
'[08:22:04.813]',-0.195,-0.055
'[08:22:04.820]',-0.195,-0.065
'[08:22:04.828]',-0.205,-0.045
'[08:22:04.836]',-0.235,-0.055
'[08:22:04.844]',-0.185,-0.045
'[08:22:04.852]',-0.175,-0.035
'[08:22:04.859]',-0.155,-0.015
'[08:22:04.867]',-0.415,0.035
'[08:22:04.875]',-0.915,0.195
'[08:22:04.883]',-0.625,0.005
'[08:22:04.891]',0.905,-0.435
'[08:22:04.898]',2.565,-0.335
'[08:22:04.906]',2.925,-0.125
'[08:22:04.914]',2.565,0.265
'[08:22:04.922]',0.565,-0.475
'[08:22:04.930]',-0.335,-0.735
'[08:22:04.938]',-0.245,-0.195
'[08:22:04.945]',-0.275,-0.005
'[08:22:04.953]',-0.305,-0.005
'[08:22:04.961]',-0.345,-0.035
'[08:22:04.969]',-0.335,-0.025
'[08:22:04.977]',-0.325,-0.035
'[08:22:04.984]',-0.315,-0.035
'[08:22:04.992]',-0.305,-0.035
'[08:22:05.000]',-0.295,-0.055
'[08:22:05.008]',-0.295,-0.055
'[08:22:05.016]',-0.275,-0.035
'[08:22:05.023]',-0.255,-0.065
'[08:22:05.031]',-0.235,-0.075
'[08:22:05.039]',-0.225,-0.065
'[08:22:05.047]',-0.205,-0.065
'[08:22:05.055]',-0.165,-0.075
'[08:22:05.063]',-0.145,-0.115
'[08:22:05.070]',-0.145,-0.105
'[08:22:05.078]',-0.125,-0.115
'[08:22:05.086]',-0.095,-0.155
'[08:22:05.094]',-0.065,-0.175
'[08:22:05.102]',-0.065,-0.175
'[08:22:05.109]',-0.045,-0.175
'[08:22:05.117]',-0.045,-0.185
'[08:22:05.125]',-0.055,-0.225
'[08:22:05.133]',-0.065,-0.215
'[08:22:05.141]',-0.065,-0.195
'[08:22:05.148]',-0.045,-0.185
'[08:22:05.156]',-0.075,-0.165
'[08:22:05.164]',-0.125,-0.105
'[08:22:05.172]',-0.115,-0.065
'[08:22:05.180]',-0.135,-0.065
'[08:22:05.188]',-0.185,-0.035
'[08:22:05.195]',-0.185,-0.005
'[08:22:05.203]',-0.175,0.005
'[08:22:05.211]',-0.165,0.005
'[08:22:05.219]',-0.175,-0.005
'[08:22:05.227]',-0.165,0.005
