'Time','ECG1','ECG2'
'[08:28:00.688]',0.575,-0.395
'[08:28:00.695]',2.195,-0.435
'[08:28:00.703]',2.865,-0.055
'[08:28:00.711]',2.595,0.365
'[08:28:00.719]',1.935,0.455
'[08:28:00.727]',0.195,-0.515
'[08:28:00.734]',-0.405,-0.555
'[08:28:00.742]',-0.265,-0.185
'[08:28:00.750]',-0.245,-0.045
'[08:28:00.758]',-0.285,-0.055
'[08:28:00.766]',-0.315,-0.055
'[08:28:00.773]',-0.275,-0.075
'[08:28:00.781]',-0.335,-0.075
'[08:28:00.789]',-0.305,-0.075
'[08:28:00.797]',-0.265,-0.065
'[08:28:00.805]',-0.295,-0.075
'[08:28:00.813]',-0.275,-0.085
'[08:28:00.820]',-0.265,-0.105
'[08:28:00.828]',-0.205,-0.085
'[08:28:00.836]',-0.255,-0.115
'[08:28:00.844]',-0.185,-0.135
'[08:28:00.852]',-0.175,-0.135
'[08:28:00.859]',-0.125,-0.165
'[08:28:00.867]',-0.115,-0.205
'[08:28:00.875]',-0.205,-0.195
'[08:28:00.883]',-0.135,-0.225
'[08:28:00.891]',-0.035,-0.255
'[08:28:00.898]',-0.195,-0.275
'[08:28:00.906]',-0.115,-0.305
'[08:28:00.914]',-0.075,-0.285
'[08:28:00.922]',-0.065,-0.265
'[08:28:00.930]',-0.035,-0.265
'[08:28:00.938]',-0.065,-0.225
'[08:28:00.945]',-0.045,-0.185
'[08:28:00.953]',-0.035,-0.145
'[08:28:00.961]',-0.025,-0.125
'[08:28:00.969]',-0.105,-0.105
'[08:28:00.977]',-0.135,-0.045
'[08:28:00.984]',-0.095,-0.025
'[08:28:00.992]',-0.125,0.005
'[08:28:01.000]',-0.145,-0.025
'[08:28:01.008]',-0.115,-0.005
'[08:28:01.016]',-0.095,0.005
'[08:28:01.023]',-0.165,-0.005
'[08:28:01.031]',-0.095,-0.005
'[08:28:01.039]',-0.095,-0.005
'[08:28:01.047]',-0.155,-0.005
'[08:28:01.055]',-0.115,-0.015
'[08:28:01.063]',-0.105,-0.015
'[08:28:01.070]',-0.125,-0.015
'[08:28:01.078]',-0.115,-0.005
'[08:28:01.086]',-0.105,-0.015
'[08:28:01.094]',-0.125,-0.015
'[08:28:01.102]',-0.085,-0.025
'[08:28:01.109]',-0.095,-0.015
'[08:28:01.117]',-0.065,-0.015
'[08:28:01.125]',-0.075,-0.025
'[08:28:01.133]',-0.055,-0.025
'[08:28:01.141]',-0.055,-0.005
'[08:28:01.148]',-0.035,-0.015
'[08:28:01.156]',-0.035,-0.005
'[08:28:01.164]',-0.035,0.005
'[08:28:01.172]',-0.065,0.025
'[08:28:01.180]',0.045,0.005
'[08:28:01.188]',0.075,-0.045
'[08:28:01.195]',-0.015,-0.045
'[08:28:01.203]',-0.055,-0.065
'[08:28:01.211]',-0.095,-0.055
'[08:28:01.219]',-0.085,-0.045
'[08:28:01.227]',-0.105,-0.025
'[08:28:01.234]',-0.075,-0.015
'[08:28:01.242]',-0.085,-0.035
'[08:28:01.250]',-0.135,-0.035
'[08:28:01.258]',-0.175,-0.045
'[08:28:01.266]',-0.145,-0.035
'[08:28:01.273]',-0.155,-0.035
'[08:28:01.281]',-0.105,-0.045
'[08:28:01.289]',-0.105,-0.045
'[08:28:01.297]',-0.415,0.095
'[08:28:01.305]',-0.815,0.185
'[08:28:01.313]',-0.415,-0.045
'[08:28:01.320]',1.175,-0.495
'[08:28:01.328]',2.675,-0.275
'[08:28:01.336]',2.955,-0.045
'[08:28:01.344]',2.575,0.295
'[08:28:01.352]',0.815,-0.545
'[08:28:01.359]',-0.235,-0.735
'[08:28:01.367]',-0.175,-0.185
'[08:28:01.375]',-0.165,-0.005
'[08:28:01.383]',-0.245,-0.015
'[08:28:01.391]',-0.195,-0.035
'[08:28:01.398]',-0.235,-0.025
'[08:28:01.406]',-0.365,-0.035
'[08:28:01.414]',-0.295,-0.045
'[08:28:01.422]',-0.265,-0.035
'[08:28:01.430]',-0.235,-0.045
'[08:28:01.438]',-0.225,-0.045
'[08:28:01.445]',-0.215,-0.045
'[08:28:01.453]',-0.175,-0.045
'[08:28:01.461]',-0.175,-0.055
'[08:28:01.469]',-0.175,-0.065
'[08:28:01.477]',-0.145,-0.085
'[08:28:01.484]',-0.045,-0.075
'[08:28:01.492]',-0.055,-0.095
'[08:28:01.500]',-0.115,-0.115
'[08:28:01.508]',-0.075,-0.135
'[08:28:01.516]',-0.075,-0.135
'[08:28:01.523]',-0.015,-0.155
'[08:28:01.531]',0.005,-0.185
'[08:28:01.539]',0.015,-0.205
'[08:28:01.547]',-0.035,-0.215
'[08:28:01.555]',0.025,-0.225
'[08:28:01.563]',-0.045,-0.215
'[08:28:01.570]',-0.075,-0.185
'[08:28:01.578]',-0.095,-0.145
'[08:28:01.586]',-0.085,-0.125
'[08:28:01.594]',-0.065,-0.095
'[08:28:01.602]',-0.075,-0.055
'[08:28:01.609]',-0.105,-0.035
'[08:28:01.617]',-0.095,-0.035
'[08:28:01.625]',-0.155,-0.025
'[08:28:01.633]',-0.135,-0.025
'[08:28:01.641]',-0.095,-0.015
'[08:28:01.648]',-0.095,-0.025
'[08:28:01.656]',-0.095,-0.015
'[08:28:01.664]',-0.135,-0.025
'[08:28:01.672]',-0.095,-0.025
'[08:28:01.680]',-0.085,-0.015
'[08:28:01.688]',-0.055,-0.025
'[08:28:01.695]',-0.095,-0.015
'[08:28:01.703]',-0.165,-0.025
'[08:28:01.711]',-0.095,-0.025
'[08:28:01.719]',-0.075,-0.015
'[08:28:01.727]',-0.135,-0.015
'[08:28:01.734]',-0.115,-0.025
'[08:28:01.742]',-0.105,-0.035
'[08:28:01.750]',-0.095,-0.035
'[08:28:01.758]',-0.095,-0.025
'[08:28:01.766]',-0.105,-0.025
'[08:28:01.773]',-0.095,-0.035
'[08:28:01.781]',0.005,-0.015
'[08:28:01.789]',-0.015,0.005
'[08:28:01.797]',-0.095,0.005
'[08:28:01.805]',-0.035,-0.005
'[08:28:01.813]',-0.005,-0.065
'[08:28:01.820]',-0.025,-0.075
'[08:28:01.828]',-0.065,-0.055
'[08:28:01.836]',-0.085,-0.065
'[08:28:01.844]',-0.065,-0.065
'[08:28:01.852]',-0.095,-0.035
'[08:28:01.859]',-0.115,-0.015
'[08:28:01.867]',-0.125,-0.055
'[08:28:01.875]',-0.145,-0.055
'[08:28:01.883]',-0.085,-0.035
'[08:28:01.891]',-0.195,-0.025
'[08:28:01.898]',-0.175,-0.035
'[08:28:01.906]',-0.155,-0.025
'[08:28:01.914]',-0.155,-0.035
'[08:28:01.922]',-0.285,0.035
'[08:28:01.930]',-0.825,0.215
'[08:28:01.938]',-0.675,-0.045
'[08:28:01.945]',0.865,-0.565
'[08:28:01.953]',2.575,-0.335
'[08:28:01.961]',2.995,0.015
'[08:28:01.969]',2.625,0.385
'[08:28:01.977]',0.985,-0.435
'[08:28:01.984]',-0.135,-0.805
'[08:28:01.992]',-0.205,-0.245
'[08:28:02.000]',-0.135,-0.035
'[08:28:02.008]',-0.195,-0.025
'[08:28:02.016]',-0.375,-0.035
'[08:28:02.023]',-0.285,-0.065
'[08:28:02.031]',-0.305,-0.035
'[08:28:02.039]',-0.305,-0.055
'[08:28:02.047]',-0.255,-0.055
'[08:28:02.055]',-0.265,-0.055
'[08:28:02.063]',-0.245,-0.055
'[08:28:02.070]',-0.235,-0.075
'[08:28:02.078]',-0.185,-0.065
'[08:28:02.086]',-0.175,-0.075
'[08:28:02.094]',-0.165,-0.095
'[08:28:02.102]',-0.155,-0.105
'[08:28:02.109]',-0.075,-0.105
'[08:28:02.117]',-0.125,-0.105
'[08:28:02.125]',-0.125,-0.145
'[08:28:02.133]',-0.055,-0.155
'[08:28:02.141]',-0.095,-0.165
'[08:28:02.148]',-0.055,-0.205
'[08:28:02.156]',-0.055,-0.215
'[08:28:02.164]',-0.025,-0.245
'[08:28:02.172]',-0.025,-0.255
'[08:28:02.180]',-0.025,-0.255
'[08:28:02.188]',-0.085,-0.265
'[08:28:02.195]',-0.055,-0.255
'[08:28:02.203]',-0.035,-0.225
'[08:28:02.211]',-0.085,-0.185
'[08:28:02.219]',-0.105,-0.155
'[08:28:02.227]',-0.105,-0.105
'[08:28:02.234]',-0.055,-0.065
'[08:28:02.242]',-0.115,-0.045
'[08:28:02.250]',-0.195,-0.025
'[08:28:02.258]',-0.175,-0.025
'[08:28:02.266]',-0.115,-0.005
'[08:28:02.273]',-0.165,-0.015
'[08:28:02.281]',-0.185,-0.005
'[08:28:02.289]',-0.145,-0.025
'[08:28:02.297]',-0.115,-0.005
'[08:28:02.305]',-0.155,-0.025
'[08:28:02.313]',-0.145,-0.025
'[08:28:02.320]',-0.135,-0.015
'[08:28:02.328]',-0.125,-0.005
'[08:28:02.336]',-0.115,-0.015
'[08:28:02.344]',-0.155,-0.025
'[08:28:02.352]',-0.105,-0.025
'[08:28:02.359]',-0.095,-0.015
'[08:28:02.367]',-0.145,-0.015
'[08:28:02.375]',-0.155,-0.035
'[08:28:02.383]',-0.095,-0.025
'[08:28:02.391]',-0.135,-0.015
'[08:28:02.398]',-0.125,-0.015
'[08:28:02.406]',-0.155,-0.035
'[08:28:02.414]',-0.115,-0.025
'[08:28:02.422]',-0.055,-0.005
'[08:28:02.430]',-0.055,0.025
'[08:28:02.438]',-0.095,0.005
'[08:28:02.445]',-0.035,0.005
'[08:28:02.453]',0.045,-0.035
'[08:28:02.461]',-0.035,-0.065
'[08:28:02.469]',-0.085,-0.075
'[08:28:02.477]',-0.135,-0.055
'[08:28:02.484]',-0.075,-0.045
'[08:28:02.492]',-0.065,-0.025
'[08:28:02.500]',-0.095,-0.015
'[08:28:02.508]',-0.175,-0.045
'[08:28:02.516]',-0.205,-0.035
'[08:28:02.523]',-0.205,-0.045
'[08:28:02.531]',-0.195,-0.055
'[08:28:02.539]',-0.185,-0.055
'[08:28:02.547]',-0.145,-0.035
'[08:28:02.555]',-0.135,-0.055
'[08:28:02.563]',-0.385,0.045
'[08:28:02.570]',-0.765,0.125
'[08:28:02.578]',-0.445,-0.175
'[08:28:02.586]',1.155,-0.695
'[08:28:02.594]',2.605,-0.295
'[08:28:02.602]',2.785,0.185
'[08:28:02.609]',2.295,0.475
'[08:28:02.617]',0.665,-0.475
'[08:28:02.625]',-0.275,-0.705
'[08:28:02.633]',-0.275,-0.175
'[08:28:02.641]',-0.255,-0.035
'[08:28:02.648]',-0.275,-0.045
'[08:28:02.656]',-0.305,-0.075
'[08:28:02.664]',-0.315,-0.075
'[08:28:02.672]',-0.315,-0.075
'[08:28:02.680]',-0.275,-0.075
'[08:28:02.688]',-0.255,-0.085
'[08:28:02.695]',-0.275,-0.095
'[08:28:02.703]',-0.255,-0.095
'[08:28:02.711]',-0.285,-0.105
'[08:28:02.719]',-0.255,-0.115
'[08:28:02.727]',-0.235,-0.105
'[08:28:02.734]',-0.215,-0.115
'[08:28:02.742]',-0.185,-0.115
'[08:28:02.750]',-0.145,-0.135
'[08:28:02.758]',-0.145,-0.145
'[08:28:02.766]',-0.135,-0.175
'[08:28:02.773]',-0.065,-0.195
'[08:28:02.781]',-0.035,-0.235
'[08:28:02.789]',-0.135,-0.265
'[08:28:02.797]',-0.095,-0.285
'[08:28:02.805]',-0.115,-0.325
'[08:28:02.813]',-0.115,-0.345
'[08:28:02.820]',-0.105,-0.335
'[08:28:02.828]',-0.095,-0.315
'[08:28:02.836]',-0.055,-0.305
'[08:28:02.844]',-0.035,-0.245
'[08:28:02.852]',-0.095,-0.195
'[08:28:02.859]',-0.105,-0.135
'[08:28:02.867]',-0.125,-0.095
'[08:28:02.875]',-0.165,-0.075
'[08:28:02.883]',-0.175,-0.035
'[08:28:02.891]',-0.175,-0.005
'[08:28:02.898]',-0.155,-0.005
'[08:28:02.906]',-0.165,-0.035
'[08:28:02.914]',-0.115,-0.015
'[08:28:02.922]',-0.065,-0.015
'[08:28:02.930]',-0.175,-0.005
'[08:28:02.938]',-0.215,-0.015
'[08:28:02.945]',-0.205,-0.025
'[08:28:02.953]',-0.165,-0.005
'[08:28:02.961]',-0.135,-0.015
'[08:28:02.969]',-0.165,-0.025
'[08:28:02.977]',-0.145,-0.015
'[08:28:02.984]',-0.145,-0.005
'[08:28:02.992]',-0.155,-0.025
'[08:28:03.000]',-0.135,-0.005
'[08:28:03.008]',-0.105,-0.025
'[08:28:03.016]',-0.095,-0.015
'[08:28:03.023]',-0.105,-0.025
'[08:28:03.031]',-0.155,-0.025
'[08:28:03.039]',-0.055,-0.035
'[08:28:03.047]',-0.105,-0.005
'[08:28:03.055]',-0.225,-0.015
'[08:28:03.063]',-0.215,-0.035
'[08:28:03.070]',-0.025,-0.045
'[08:28:03.078]',-0.095,0.005
'[08:28:03.086]',-0.155,0.025
'[08:28:03.094]',-0.135,0.005
'[08:28:03.102]',-0.055,0.015
'[08:28:03.109]',0.005,-0.005
'[08:28:03.117]',-0.025,-0.025
'[08:28:03.125]',-0.125,-0.055
'[08:28:03.133]',-0.055,-0.055
'[08:28:03.141]',-0.025,-0.045
'[08:28:03.148]',-0.125,-0.015
'[08:28:03.156]',-0.145,-0.025
'[08:28:03.164]',-0.165,-0.025
'[08:28:03.172]',-0.115,-0.025
'[08:28:03.180]',-0.175,-0.035
'[08:28:03.188]',-0.265,-0.025
'[08:28:03.195]',-0.215,-0.035
'[08:28:03.203]',-0.155,-0.025
'[08:28:03.211]',-0.165,-0.035
'[08:28:03.219]',-0.205,-0.015
'[08:28:03.227]',-0.715,0.175
'[08:28:03.234]',-0.715,-0.025
'[08:28:03.242]',0.325,-0.465
'[08:28:03.250]',2.125,-0.525
'[08:28:03.258]',2.775,0.055
'[08:28:03.266]',2.645,0.605
'[08:28:03.273]',1.425,0.455
'[08:28:03.281]',-0.215,-0.645
'[08:28:03.289]',-0.405,-0.465
'[08:28:03.297]',-0.235,-0.105
'[08:28:03.305]',-0.265,-0.055
'[08:28:03.313]',-0.285,-0.065
'[08:28:03.320]',-0.275,-0.075
'[08:28:03.328]',-0.255,-0.065
'[08:28:03.336]',-0.365,-0.085
'[08:28:03.344]',-0.315,-0.105
'[08:28:03.352]',-0.295,-0.085
'[08:28:03.359]',-0.275,-0.085
'[08:28:03.367]',-0.245,-0.105
'[08:28:03.375]',-0.215,-0.125
'[08:28:03.383]',-0.215,-0.115
'[08:28:03.391]',-0.235,-0.125
'[08:28:03.398]',-0.185,-0.145
'[08:28:03.406]',-0.145,-0.165
'[08:28:03.414]',-0.135,-0.185
'[08:28:03.422]',-0.145,-0.215
'[08:28:03.430]',-0.115,-0.235
'[08:28:03.438]',-0.095,-0.265
'[08:28:03.445]',-0.075,-0.265
'[08:28:03.453]',-0.065,-0.285
'[08:28:03.461]',-0.065,-0.295
'[08:28:03.469]',-0.065,-0.315
'[08:28:03.477]',-0.055,-0.315
'[08:28:03.484]',-0.035,-0.285
'[08:28:03.492]',-0.045,-0.255
'[08:28:03.500]',-0.075,-0.215
'[08:28:03.508]',-0.105,-0.175
'[08:28:03.516]',-0.095,-0.115
'[08:28:03.523]',-0.105,-0.085
'[08:28:03.531]',-0.105,-0.045
'[08:28:03.539]',-0.125,-0.025
'[08:28:03.547]',-0.145,0.005
'[08:28:03.555]',-0.205,-0.005
'[08:28:03.563]',-0.175,-0.005
'[08:28:03.570]',-0.175,-0.015
'[08:28:03.578]',-0.185,0.005
'[08:28:03.586]',-0.215,-0.005
'[08:28:03.594]',-0.175,-0.005
'[08:28:03.602]',-0.145,0.005
'[08:28:03.609]',-0.175,0.005
'[08:28:03.617]',-0.155,-0.005
'[08:28:03.625]',-0.155,-0.005
'[08:28:03.633]',-0.165,0.005
'[08:28:03.641]',-0.155,-0.005
'[08:28:03.648]',-0.135,-0.015
'[08:28:03.656]',-0.165,-0.025
'[08:28:03.664]',-0.165,0.005
'[08:28:03.672]',-0.155,-0.015
'[08:28:03.680]',-0.145,0.005
'[08:28:03.688]',-0.175,-0.035
'[08:28:03.695]',-0.175,-0.025
'[08:28:03.703]',-0.155,-0.015
'[08:28:03.711]',-0.115,-0.015
'[08:28:03.719]',-0.155,-0.025
'[08:28:03.727]',-0.155,-0.005
'[08:28:03.734]',-0.145,0.005
'[08:28:03.742]',-0.155,-0.025
'[08:28:03.750]',-0.175,-0.005
'[08:28:03.758]',-0.125,0.025
'[08:28:03.766]',-0.125,0.045
'[08:28:03.773]',-0.085,0.005
'[08:28:03.781]',-0.035,-0.015
'[08:28:03.789]',-0.095,-0.045
'[08:28:03.797]',-0.085,-0.055
'[08:28:03.805]',-0.145,-0.045
'[08:28:03.813]',-0.105,-0.035
'[08:28:03.820]',-0.115,-0.015
'[08:28:03.828]',-0.145,-0.005
'[08:28:03.836]',-0.175,-0.025
'[08:28:03.844]',-0.225,-0.035
'[08:28:03.852]',-0.245,-0.025
'[08:28:03.859]',-0.195,-0.025
'[08:28:03.867]',-0.235,-0.015
'[08:28:03.875]',-0.175,-0.025
'[08:28:03.883]',-0.145,-0.005
'[08:28:03.891]',-0.205,0.025
'[08:28:03.898]',-0.855,0.215
'[08:28:03.906]',-0.655,-0.005
'[08:28:03.914]',0.685,-0.405
'[08:28:03.922]',2.405,-0.345
'[08:28:03.930]',2.875,0.025
'[08:28:03.938]',2.655,0.435
'[08:28:03.945]',1.325,0.145
'[08:28:03.953]',-0.235,-0.745
'[08:28:03.961]',-0.335,-0.425
'[08:28:03.969]',-0.235,-0.105
'[08:28:03.977]',-0.225,-0.015
'[08:28:03.984]',-0.355,-0.025
'[08:28:03.992]',-0.325,-0.035
'[08:28:04.000]',-0.385,-0.045
'[08:28:04.008]',-0.285,-0.025
'[08:28:04.016]',-0.305,-0.035
'[08:28:04.023]',-0.255,-0.025
'[08:28:04.031]',-0.285,-0.045
'[08:28:04.039]',-0.215,-0.045
'[08:28:04.047]',-0.195,-0.055
'[08:28:04.055]',-0.205,-0.045
'[08:28:04.063]',-0.215,-0.065
'[08:28:04.070]',-0.175,-0.085
'[08:28:04.078]',-0.175,-0.085
'[08:28:04.086]',-0.155,-0.095
'[08:28:04.094]',-0.125,-0.125
'[08:28:04.102]',-0.105,-0.125
'[08:28:04.109]',-0.125,-0.145
'[08:28:04.117]',-0.145,-0.175
'[08:28:04.125]',-0.065,-0.185
'[08:28:04.133]',-0.075,-0.205
'[08:28:04.141]',-0.065,-0.205
'[08:28:04.148]',-0.085,-0.215
'[08:28:04.156]',-0.025,-0.205
'[08:28:04.164]',-0.095,-0.185
'[08:28:04.172]',-0.105,-0.155
'[08:28:04.180]',-0.105,-0.155
'[08:28:04.188]',-0.045,-0.095
'[08:28:04.195]',-0.105,-0.055
'[08:28:04.203]',-0.175,-0.025
'[08:28:04.211]',-0.155,-0.025
'[08:28:04.219]',-0.155,-0.035
'[08:28:04.227]',-0.175,-0.005
'[08:28:04.234]',-0.205,-0.015
'[08:28:04.242]',-0.135,-0.005
'[08:28:04.250]',-0.145,-0.015
'[08:28:04.258]',-0.185,-0.005
'[08:28:04.266]',-0.135,-0.015
'[08:28:04.273]',-0.135,-0.015
'[08:28:04.281]',-0.205,-0.015
'[08:28:04.289]',-0.155,-0.015
'[08:28:04.297]',-0.135,-0.015
'[08:28:04.305]',-0.175,-0.025
'[08:28:04.313]',-0.155,-0.035
'[08:28:04.320]',-0.145,-0.025
'[08:28:04.328]',-0.115,-0.015
'[08:28:04.336]',-0.155,-0.015
'[08:28:04.344]',-0.145,-0.025
'[08:28:04.352]',-0.145,-0.035
'[08:28:04.359]',-0.115,-0.015
'[08:28:04.367]',-0.175,-0.025
'[08:28:04.375]',-0.135,-0.025
'[08:28:04.383]',-0.105,-0.035
'[08:28:04.391]',-0.195,-0.025
'[08:28:04.398]',-0.175,-0.045
'[08:28:04.406]',-0.115,-0.045
'[08:28:04.414]',-0.175,-0.045
'[08:28:04.422]',-0.105,-0.025
'[08:28:04.430]',-0.105,0.015
'[08:28:04.438]',-0.135,-0.005
'[08:28:04.445]',-0.075,0.005
'[08:28:04.453]',-0.035,-0.015
'[08:28:04.461]',-0.045,-0.055
'[08:28:04.469]',-0.115,-0.085
'[08:28:04.477]',-0.105,-0.065
'[08:28:04.484]',-0.135,-0.065
'[08:28:04.492]',-0.125,-0.045
'[08:28:04.500]',-0.125,-0.035
'[08:28:04.508]',-0.155,-0.045
'[08:28:04.516]',-0.175,-0.055
'[08:28:04.523]',-0.225,-0.055
'[08:28:04.531]',-0.235,-0.055
'[08:28:04.539]',-0.165,-0.055
'[08:28:04.547]',-0.165,-0.035
'[08:28:04.555]',-0.165,-0.045
'[08:28:04.563]',-0.205,-0.015
'[08:28:04.570]',-0.795,0.225
'[08:28:04.578]',-0.805,0.075
'[08:28:04.586]',0.065,-0.385
'[08:28:04.594]',1.905,-0.425
'[08:28:04.602]',2.885,-0.245
'[08:28:04.609]',2.745,0.255
'[08:28:04.617]',1.875,-0.045
'[08:28:04.625]',0.145,-0.855
'[08:28:04.633]',-0.235,-0.495
'[08:28:04.641]',-0.225,-0.025
'[08:28:04.648]',-0.285,-0.005
'[08:28:04.656]',-0.335,-0.045
'[08:28:04.664]',-0.335,-0.045
'[08:28:04.672]',-0.315,-0.025
'[08:28:04.680]',-0.295,-0.055
'[08:28:04.688]',-0.365,-0.055
'[08:28:04.695]',-0.335,-0.055
'[08:28:04.703]',-0.335,-0.065
'[08:28:04.711]',-0.295,-0.085
'[08:28:04.719]',-0.315,-0.095
'[08:28:04.727]',-0.265,-0.095
'[08:28:04.734]',-0.195,-0.095
'[08:28:04.742]',-0.205,-0.105
'[08:28:04.750]',-0.205,-0.125
'[08:28:04.758]',-0.205,-0.135
'[08:28:04.766]',-0.155,-0.115
'[08:28:04.773]',-0.175,-0.165
'[08:28:04.781]',-0.095,-0.195
'[08:28:04.789]',-0.045,-0.195
'[08:28:04.797]',-0.075,-0.205
'[08:28:04.805]',-0.095,-0.235
'[08:28:04.813]',-0.065,-0.245
'[08:28:04.820]',-0.045,-0.255
'[08:28:04.828]',-0.015,-0.225
'[08:28:04.836]',-0.065,-0.235
'[08:28:04.844]',-0.115,-0.215
'[08:28:04.852]',-0.125,-0.175
'[08:28:04.859]',-0.055,-0.135
'[08:28:04.867]',-0.135,-0.115
'[08:28:04.875]',-0.155,-0.095
'[08:28:04.883]',-0.155,-0.075
'[08:28:04.891]',-0.195,-0.045
'[08:28:04.898]',-0.175,-0.065
'[08:28:04.906]',-0.195,-0.055
'[08:28:04.914]',-0.215,-0.045
'[08:28:04.922]',-0.235,-0.025
'[08:28:04.930]',-0.175,-0.025
'[08:28:04.938]',-0.185,-0.025
'[08:28:04.945]',-0.195,-0.015
'[08:28:04.953]',-0.185,-0.005
'[08:28:04.961]',-0.195,-0.005
'[08:28:04.969]',-0.195,-0.015
'[08:28:04.977]',-0.195,-0.015
'[08:28:04.984]',-0.185,-0.015
'[08:28:04.992]',-0.195,-0.015
'[08:28:05.000]',-0.135,-0.025
'[08:28:05.008]',-0.135,-0.025
'[08:28:05.016]',-0.155,-0.025
'[08:28:05.023]',-0.155,-0.035
'[08:28:05.031]',-0.165,-0.055
'[08:28:05.039]',-0.165,-0.045
'[08:28:05.047]',-0.185,-0.065
'[08:28:05.055]',-0.185,-0.065
'[08:28:05.063]',-0.185,-0.065
'[08:28:05.070]',-0.195,-0.045
'[08:28:05.078]',-0.175,-0.055
'[08:28:05.086]',-0.155,-0.055
'[08:28:05.094]',-0.165,-0.035
'[08:28:05.102]',-0.125,-0.015
'[08:28:05.109]',-0.085,-0.015
'[08:28:05.117]',-0.095,-0.035
'[08:28:05.125]',-0.105,-0.075
'[08:28:05.133]',-0.095,-0.095
'[08:28:05.141]',-0.125,-0.085
'[08:28:05.148]',-0.175,-0.085
'[08:28:05.156]',-0.165,-0.085
'[08:28:05.164]',-0.145,-0.055
'[08:28:05.172]',-0.195,-0.035
'[08:28:05.180]',-0.175,-0.075
'[08:28:05.188]',-0.225,-0.075
'[08:28:05.195]',-0.275,-0.075
'[08:28:05.203]',-0.295,-0.075
'[08:28:05.211]',-0.225,-0.075
'[08:28:05.219]',-0.255,-0.085
