'Time','ECG1','ECG2'
'[08:40:00.602]',-0.365,-0.215
'[08:40:00.609]',-0.225,-0.045
'[08:40:00.617]',-0.205,-0.035
'[08:40:00.625]',-0.215,-0.055
'[08:40:00.633]',-0.235,-0.055
'[08:40:00.641]',-0.225,-0.045
'[08:40:00.648]',-0.225,-0.045
'[08:40:00.656]',-0.215,-0.055
'[08:40:00.664]',-0.195,-0.035
'[08:40:00.672]',-0.195,-0.025
'[08:40:00.680]',-0.205,-0.035
'[08:40:00.688]',-0.175,-0.025
'[08:40:00.695]',-0.185,-0.025
'[08:40:00.703]',-0.175,-0.015
'[08:40:00.711]',-0.165,-0.015
'[08:40:00.719]',-0.145,-0.015
'[08:40:00.727]',-0.125,0.005
'[08:40:00.734]',-0.115,0.005
'[08:40:00.742]',-0.105,0.005
'[08:40:00.750]',-0.085,0.005
'[08:40:00.758]',-0.085,0.025
'[08:40:00.766]',-0.055,0.025
'[08:40:00.773]',-0.045,0.025
'[08:40:00.781]',-0.015,0.025
'[08:40:00.789]',0.015,0.045
'[08:40:00.797]',0.035,0.055
'[08:40:00.805]',0.045,0.045
'[08:40:00.813]',0.085,0.045
'[08:40:00.820]',0.105,0.055
'[08:40:00.828]',0.135,0.075
'[08:40:00.836]',0.145,0.075
'[08:40:00.844]',0.155,0.095
'[08:40:00.852]',0.165,0.105
'[08:40:00.859]',0.145,0.115
'[08:40:00.867]',0.105,0.095
'[08:40:00.875]',0.085,0.075
'[08:40:00.883]',0.035,0.055
'[08:40:00.891]',0.005,0.025
'[08:40:00.898]',-0.035,-0.005
'[08:40:00.906]',-0.065,-0.015
'[08:40:00.914]',-0.065,-0.025
'[08:40:00.922]',-0.085,-0.045
'[08:40:00.930]',-0.095,-0.055
'[08:40:00.938]',-0.095,-0.055
'[08:40:00.945]',-0.095,-0.055
'[08:40:00.953]',-0.105,-0.045
'[08:40:00.961]',-0.105,-0.055
'[08:40:00.969]',-0.085,-0.055
'[08:40:00.977]',-0.085,-0.045
'[08:40:00.984]',-0.095,-0.035
'[08:40:00.992]',-0.095,-0.045
'[08:40:01.000]',-0.085,-0.045
'[08:40:01.008]',-0.085,-0.035
'[08:40:01.016]',-0.085,-0.035
'[08:40:01.023]',-0.095,-0.055
'[08:40:01.031]',-0.085,-0.055
'[08:40:01.039]',-0.085,-0.045
'[08:40:01.047]',-0.095,-0.065
'[08:40:01.055]',-0.105,-0.075
'[08:40:01.063]',-0.125,-0.085
'[08:40:01.070]',-0.115,-0.085
'[08:40:01.078]',-0.125,-0.075
'[08:40:01.086]',-0.135,-0.095
'[08:40:01.094]',-0.125,-0.095
'[08:40:01.102]',-0.115,-0.095
'[08:40:01.109]',-0.135,-0.095
'[08:40:01.117]',-0.145,-0.115
'[08:40:01.125]',-0.125,-0.125
'[08:40:01.133]',-0.065,-0.075
'[08:40:01.141]',0.005,-0.005
'[08:40:01.148]',0.005,-0.035
'[08:40:01.156]',-0.035,-0.065
'[08:40:01.164]',-0.055,-0.085
'[08:40:01.172]',-0.085,-0.095
'[08:40:01.180]',-0.135,-0.105
'[08:40:01.188]',-0.145,-0.115
'[08:40:01.195]',-0.165,-0.125
'[08:40:01.203]',-0.165,-0.115
'[08:40:01.211]',-0.165,-0.125
'[08:40:01.219]',-0.175,-0.135
'[08:40:01.227]',-0.155,-0.135
'[08:40:01.234]',-0.165,-0.135
'[08:40:01.242]',-0.175,-0.135
'[08:40:01.250]',-0.155,-0.145
'[08:40:01.258]',-0.165,-0.125
'[08:40:01.266]',-0.155,-0.125
'[08:40:01.273]',-0.145,-0.125
'[08:40:01.281]',-0.155,-0.105
'[08:40:01.289]',-0.395,-0.025
'[08:40:01.297]',-0.255,0.075
'[08:40:01.305]',0.355,0.255
'[08:40:01.313]',1.455,-0.385
'[08:40:01.320]',1.535,-0.575
'[08:40:01.328]',0.085,-0.895
'[08:40:01.336]',-0.575,-0.895
'[08:40:01.344]',-0.455,-0.395
'[08:40:01.352]',-0.225,-0.115
'[08:40:01.359]',-0.125,-0.015
'[08:40:01.367]',-0.155,-0.055
'[08:40:01.375]',-0.185,-0.055
'[08:40:01.383]',-0.175,-0.055
'[08:40:01.391]',-0.175,-0.065
'[08:40:01.398]',-0.175,-0.065
'[08:40:01.406]',-0.155,-0.045
'[08:40:01.414]',-0.165,-0.035
'[08:40:01.422]',-0.155,-0.045
'[08:40:01.430]',-0.155,-0.055
'[08:40:01.438]',-0.145,-0.045
'[08:40:01.445]',-0.125,-0.025
'[08:40:01.453]',-0.125,-0.035
'[08:40:01.461]',-0.115,-0.035
'[08:40:01.469]',-0.095,-0.015
'[08:40:01.477]',-0.085,-0.005
'[08:40:01.484]',-0.065,-0.005
'[08:40:01.492]',-0.055,-0.005
'[08:40:01.500]',-0.055,0.005
'[08:40:01.508]',-0.025,0.015
'[08:40:01.516]',-0.005,0.025
'[08:40:01.523]',0.015,0.015
'[08:40:01.531]',0.045,0.025
'[08:40:01.539]',0.065,0.045
'[08:40:01.547]',0.075,0.045
'[08:40:01.555]',0.105,0.045
'[08:40:01.563]',0.135,0.055
'[08:40:01.570]',0.175,0.065
'[08:40:01.578]',0.195,0.075
'[08:40:01.586]',0.215,0.065
'[08:40:01.594]',0.235,0.095
'[08:40:01.602]',0.225,0.115
'[08:40:01.609]',0.195,0.115
'[08:40:01.617]',0.165,0.085
'[08:40:01.625]',0.115,0.065
'[08:40:01.633]',0.095,0.055
'[08:40:01.641]',0.045,0.015
'[08:40:01.648]',0.015,-0.015
'[08:40:01.656]',-0.015,-0.055
'[08:40:01.664]',-0.035,-0.045
'[08:40:01.672]',-0.045,-0.065
'[08:40:01.680]',-0.055,-0.075
'[08:40:01.688]',-0.065,-0.075
'[08:40:01.695]',-0.055,-0.065
'[08:40:01.703]',-0.055,-0.065
'[08:40:01.711]',-0.045,-0.075
'[08:40:01.719]',-0.035,-0.065
'[08:40:01.727]',-0.045,-0.055
'[08:40:01.734]',-0.045,-0.065
'[08:40:01.742]',-0.045,-0.075
'[08:40:01.750]',-0.065,-0.065
'[08:40:01.758]',-0.055,-0.065
'[08:40:01.766]',-0.045,-0.065
'[08:40:01.773]',-0.045,-0.075
'[08:40:01.781]',-0.045,-0.085
'[08:40:01.789]',-0.045,-0.075
'[08:40:01.797]',-0.045,-0.085
'[08:40:01.805]',-0.055,-0.105
'[08:40:01.813]',-0.075,-0.115
'[08:40:01.820]',-0.065,-0.105
'[08:40:01.828]',-0.085,-0.115
'[08:40:01.836]',-0.095,-0.125
'[08:40:01.844]',-0.095,-0.125
'[08:40:01.852]',-0.095,-0.115
'[08:40:01.859]',-0.095,-0.135
'[08:40:01.867]',-0.095,-0.145
'[08:40:01.875]',-0.115,-0.135
'[08:40:01.883]',-0.105,-0.135
'[08:40:01.891]',-0.105,-0.155
'[08:40:01.898]',-0.085,-0.165
'[08:40:01.906]',-0.005,-0.105
'[08:40:01.914]',0.055,-0.045
'[08:40:01.922]',0.035,-0.065
'[08:40:01.930]',-0.025,-0.135
'[08:40:01.938]',-0.075,-0.135
'[08:40:01.945]',-0.085,-0.145
'[08:40:01.953]',-0.105,-0.145
'[08:40:01.961]',-0.135,-0.165
'[08:40:01.969]',-0.145,-0.165
'[08:40:01.977]',-0.125,-0.155
'[08:40:01.984]',-0.125,-0.155
'[08:40:01.992]',-0.145,-0.175
'[08:40:02.000]',-0.145,-0.165
'[08:40:02.008]',-0.155,-0.155
'[08:40:02.016]',-0.155,-0.165
'[08:40:02.023]',-0.145,-0.165
'[08:40:02.031]',-0.145,-0.165
'[08:40:02.039]',-0.125,-0.145
'[08:40:02.047]',-0.125,-0.135
'[08:40:02.055]',-0.115,-0.155
'[08:40:02.063]',-0.245,-0.105
'[08:40:02.070]',-0.425,-0.085
'[08:40:02.078]',-0.035,0.275
'[08:40:02.086]',0.775,-0.125
'[08:40:02.094]',1.745,-0.415
'[08:40:02.102]',0.975,-0.655
'[08:40:02.109]',-0.335,-1.035
'[08:40:02.117]',-0.535,-0.715
'[08:40:02.125]',-0.355,-0.315
'[08:40:02.133]',-0.155,-0.085
'[08:40:02.141]',-0.125,-0.035
'[08:40:02.148]',-0.145,-0.075
'[08:40:02.156]',-0.165,-0.095
'[08:40:02.164]',-0.145,-0.075
'[08:40:02.172]',-0.155,-0.075
'[08:40:02.180]',-0.155,-0.075
'[08:40:02.188]',-0.135,-0.075
'[08:40:02.195]',-0.145,-0.065
'[08:40:02.203]',-0.135,-0.055
'[08:40:02.211]',-0.135,-0.065
'[08:40:02.219]',-0.125,-0.065
'[08:40:02.227]',-0.105,-0.045
'[08:40:02.234]',-0.095,-0.045
'[08:40:02.242]',-0.095,-0.055
'[08:40:02.250]',-0.085,-0.045
'[08:40:02.258]',-0.045,-0.035
'[08:40:02.266]',-0.035,-0.015
'[08:40:02.273]',-0.025,-0.025
'[08:40:02.281]',0.005,-0.015
'[08:40:02.289]',0.015,-0.005
'[08:40:02.297]',0.025,0.005
'[08:40:02.305]',0.065,-0.005
'[08:40:02.313]',0.075,0.015
'[08:40:02.320]',0.105,0.025
'[08:40:02.328]',0.135,0.025
'[08:40:02.336]',0.165,0.035
'[08:40:02.344]',0.195,0.045
'[08:40:02.352]',0.205,0.065
'[08:40:02.359]',0.215,0.075
'[08:40:02.367]',0.225,0.075
'[08:40:02.375]',0.195,0.085
'[08:40:02.383]',0.185,0.085
'[08:40:02.391]',0.135,0.055
'[08:40:02.398]',0.085,0.035
'[08:40:02.406]',0.065,0.025
'[08:40:02.414]',0.035,-0.005
'[08:40:02.422]',-0.015,-0.045
'[08:40:02.430]',-0.015,-0.065
'[08:40:02.438]',-0.055,-0.075
'[08:40:02.445]',-0.045,-0.075
'[08:40:02.453]',-0.065,-0.075
'[08:40:02.461]',-0.055,-0.085
'[08:40:02.469]',-0.045,-0.065
'[08:40:02.477]',-0.055,-0.075
'[08:40:02.484]',-0.055,-0.075
'[08:40:02.492]',-0.045,-0.075
'[08:40:02.500]',-0.055,-0.075
'[08:40:02.508]',-0.055,-0.075
'[08:40:02.516]',-0.045,-0.075
'[08:40:02.523]',-0.065,-0.095
'[08:40:02.531]',-0.055,-0.085
'[08:40:02.539]',-0.045,-0.085
'[08:40:02.547]',-0.055,-0.095
'[08:40:02.555]',-0.055,-0.105
'[08:40:02.563]',-0.075,-0.105
'[08:40:02.570]',-0.065,-0.105
'[08:40:02.578]',-0.075,-0.105
'[08:40:02.586]',-0.085,-0.125
'[08:40:02.594]',-0.085,-0.135
'[08:40:02.602]',-0.085,-0.125
'[08:40:02.609]',-0.105,-0.135
'[08:40:02.617]',-0.095,-0.145
'[08:40:02.625]',-0.105,-0.145
'[08:40:02.633]',-0.105,-0.135
'[08:40:02.641]',-0.115,-0.155
'[08:40:02.648]',-0.105,-0.175
'[08:40:02.656]',-0.065,-0.165
'[08:40:02.664]',-0.005,-0.105
'[08:40:02.672]',0.035,-0.055
'[08:40:02.680]',0.015,-0.085
'[08:40:02.688]',-0.055,-0.145
'[08:40:02.695]',-0.055,-0.135
'[08:40:02.703]',-0.095,-0.165
'[08:40:02.711]',-0.125,-0.175
'[08:40:02.719]',-0.125,-0.175
'[08:40:02.727]',-0.125,-0.165
'[08:40:02.734]',-0.145,-0.165
'[08:40:02.742]',-0.145,-0.185
'[08:40:02.750]',-0.155,-0.175
'[08:40:02.758]',-0.145,-0.155
'[08:40:02.766]',-0.145,-0.165
'[08:40:02.773]',-0.145,-0.175
'[08:40:02.781]',-0.125,-0.165
'[08:40:02.789]',-0.135,-0.145
'[08:40:02.797]',-0.115,-0.145
'[08:40:02.805]',-0.115,-0.155
'[08:40:02.813]',-0.345,-0.095
'[08:40:02.820]',-0.375,-0.085
'[08:40:02.828]',0.025,0.295
'[08:40:02.836]',0.965,-0.005
'[08:40:02.844]',1.805,-0.275
'[08:40:02.852]',1.045,-0.525
'[08:40:02.859]',-0.255,-0.985
'[08:40:02.867]',-0.585,-0.825
'[08:40:02.875]',-0.405,-0.395
'[08:40:02.883]',-0.205,-0.165
'[08:40:02.891]',-0.105,-0.055
'[08:40:02.898]',-0.135,-0.095
'[08:40:02.906]',-0.135,-0.105
'[08:40:02.914]',-0.145,-0.095
'[08:40:02.922]',-0.145,-0.095
'[08:40:02.930]',-0.145,-0.105
'[08:40:02.938]',-0.145,-0.095
'[08:40:02.945]',-0.135,-0.085
'[08:40:02.953]',-0.135,-0.075
'[08:40:02.961]',-0.115,-0.085
'[08:40:02.969]',-0.105,-0.085
'[08:40:02.977]',-0.085,-0.065
'[08:40:02.984]',-0.095,-0.075
'[08:40:02.992]',-0.085,-0.075
'[08:40:03.000]',-0.095,-0.065
'[08:40:03.008]',-0.065,-0.055
'[08:40:03.016]',-0.035,-0.045
'[08:40:03.023]',-0.045,-0.065
'[08:40:03.031]',-0.005,-0.055
'[08:40:03.039]',0.025,-0.025
'[08:40:03.047]',0.035,-0.035
'[08:40:03.055]',0.035,-0.045
'[08:40:03.063]',0.045,-0.035
'[08:40:03.070]',0.095,-0.025
'[08:40:03.078]',0.135,-0.015
'[08:40:03.086]',0.135,-0.025
'[08:40:03.094]',0.185,-0.015
'[08:40:03.102]',0.205,0.015
'[08:40:03.109]',0.235,0.025
'[08:40:03.117]',0.235,0.025
'[08:40:03.125]',0.245,0.035
'[08:40:03.133]',0.245,0.055
'[08:40:03.141]',0.235,0.075
'[08:40:03.148]',0.185,0.055
'[08:40:03.156]',0.165,0.045
'[08:40:03.164]',0.125,0.035
'[08:40:03.172]',0.075,0.005
'[08:40:03.180]',0.035,-0.025
'[08:40:03.188]',0.025,-0.035
'[08:40:03.195]',-0.025,-0.065
'[08:40:03.203]',-0.045,-0.055
'[08:40:03.211]',-0.035,-0.065
'[08:40:03.219]',-0.055,-0.085
'[08:40:03.227]',-0.055,-0.075
'[08:40:03.234]',-0.055,-0.065
'[08:40:03.242]',-0.055,-0.075
'[08:40:03.250]',-0.035,-0.085
'[08:40:03.258]',-0.055,-0.065
'[08:40:03.266]',-0.035,-0.055
'[08:40:03.273]',-0.045,-0.065
'[08:40:03.281]',-0.035,-0.075
'[08:40:03.289]',-0.025,-0.065
'[08:40:03.297]',-0.025,-0.055
'[08:40:03.305]',-0.045,-0.065
'[08:40:03.313]',-0.035,-0.075
'[08:40:03.320]',-0.055,-0.085
'[08:40:03.328]',-0.035,-0.075
'[08:40:03.336]',-0.045,-0.085
'[08:40:03.344]',-0.055,-0.115
'[08:40:03.352]',-0.035,-0.115
'[08:40:03.359]',-0.035,-0.095
'[08:40:03.367]',0.035,-0.045
'[08:40:03.375]',0.065,-0.035
'[08:40:03.383]',0.015,-0.065
'[08:40:03.391]',0.005,-0.095
'[08:40:03.398]',-0.025,-0.095
'[08:40:03.406]',-0.085,-0.145
'[08:40:03.414]',-0.095,-0.145
'[08:40:03.422]',-0.115,-0.135
'[08:40:03.430]',-0.135,-0.145
'[08:40:03.438]',-0.125,-0.155
'[08:40:03.445]',-0.145,-0.145
'[08:40:03.453]',-0.135,-0.135
'[08:40:03.461]',-0.135,-0.145
'[08:40:03.469]',-0.145,-0.155
'[08:40:03.477]',-0.125,-0.145
'[08:40:03.484]',-0.135,-0.115
'[08:40:03.492]',-0.135,-0.135
'[08:40:03.500]',-0.125,-0.125
'[08:40:03.508]',-0.095,-0.125
'[08:40:03.516]',-0.185,-0.095
'[08:40:03.523]',-0.435,-0.065
'[08:40:03.531]',-0.265,0.065
'[08:40:03.539]',0.555,0.405
'[08:40:03.547]',1.665,-0.085
'[08:40:03.555]',1.495,-0.375
'[08:40:03.563]',0.105,-0.815
'[08:40:03.570]',-0.585,-0.855
'[08:40:03.578]',-0.505,-0.535
'[08:40:03.586]',-0.315,-0.255
'[08:40:03.594]',-0.155,-0.095
'[08:40:03.602]',-0.125,-0.045
'[08:40:03.609]',-0.155,-0.065
'[08:40:03.617]',-0.175,-0.075
'[08:40:03.625]',-0.155,-0.075
'[08:40:03.633]',-0.155,-0.075
'[08:40:03.641]',-0.155,-0.045
'[08:40:03.648]',-0.145,-0.055
'[08:40:03.656]',-0.145,-0.055
'[08:40:03.664]',-0.115,-0.035
'[08:40:03.672]',-0.125,-0.025
'[08:40:03.680]',-0.125,-0.045
'[08:40:03.688]',-0.105,-0.035
'[08:40:03.695]',-0.105,-0.035
'[08:40:03.703]',-0.085,-0.015
'[08:40:03.711]',-0.085,-0.015
'[08:40:03.719]',-0.045,-0.015
'[08:40:03.727]',-0.035,-0.005
'[08:40:03.734]',-0.035,-0.005
'[08:40:03.742]',-0.015,-0.015
'[08:40:03.750]',-0.005,0.005
'[08:40:03.758]',0.045,0.015
'[08:40:03.766]',0.055,0.005
'[08:40:03.773]',0.065,-0.005
'[08:40:03.781]',0.115,0.015
'[08:40:03.789]',0.135,0.035
'[08:40:03.797]',0.145,0.025
'[08:40:03.805]',0.165,0.025
'[08:40:03.813]',0.175,0.035
'[08:40:03.820]',0.205,0.065
'[08:40:03.828]',0.195,0.075
'[08:40:03.836]',0.155,0.075
'[08:40:03.844]',0.135,0.075
'[08:40:03.852]',0.085,0.075
'[08:40:03.859]',0.055,0.045
'[08:40:03.867]',0.015,0.015
'[08:40:03.875]',-0.045,-0.005
'[08:40:03.883]',-0.055,-0.015
'[08:40:03.891]',-0.065,-0.015
'[08:40:03.898]',-0.085,-0.035
'[08:40:03.906]',-0.075,-0.035
'[08:40:03.914]',-0.075,-0.025
'[08:40:03.922]',-0.085,-0.035
'[08:40:03.930]',-0.085,-0.035
'[08:40:03.938]',-0.095,-0.035
'[08:40:03.945]',-0.085,-0.025
'[08:40:03.953]',-0.075,-0.025
'[08:40:03.961]',-0.075,-0.035
'[08:40:03.969]',-0.065,-0.025
'[08:40:03.977]',-0.065,-0.025
'[08:40:03.984]',-0.065,-0.025
'[08:40:03.992]',-0.065,-0.045
'[08:40:04.000]',-0.085,-0.045
'[08:40:04.008]',-0.075,-0.035
'[08:40:04.016]',-0.075,-0.045
'[08:40:04.023]',-0.085,-0.045
'[08:40:04.031]',-0.085,-0.065
'[08:40:04.039]',-0.095,-0.065
'[08:40:04.047]',-0.075,-0.085
'[08:40:04.055]',-0.055,-0.085
'[08:40:04.063]',-0.015,-0.015
'[08:40:04.070]',0.015,0.005
'[08:40:04.078]',-0.025,-0.055
'[08:40:04.086]',-0.055,-0.075
'[08:40:04.094]',-0.085,-0.075
'[08:40:04.102]',-0.135,-0.095
'[08:40:04.109]',-0.145,-0.105
'[08:40:04.117]',-0.175,-0.115
'[08:40:04.125]',-0.175,-0.105
'[08:40:04.133]',-0.165,-0.105
'[08:40:04.141]',-0.175,-0.105
'[08:40:04.148]',-0.175,-0.115
'[08:40:04.156]',-0.155,-0.105
'[08:40:04.164]',-0.165,-0.095
'[08:40:04.172]',-0.175,-0.105
'[08:40:04.180]',-0.165,-0.115
'[08:40:04.188]',-0.175,-0.105
'[08:40:04.195]',-0.145,-0.085
'[08:40:04.203]',-0.155,-0.075
'[08:40:04.211]',-0.325,-0.015
'[08:40:04.219]',-0.365,-0.005
'[08:40:04.227]',-0.035,0.325
'[08:40:04.234]',0.715,0.135
'[08:40:04.242]',1.625,-0.325
'[08:40:04.250]',1.215,-0.515
'[08:40:04.258]',-0.085,-0.825
'[08:40:04.266]',-0.575,-0.775
'[08:40:04.273]',-0.465,-0.345
'[08:40:04.281]',-0.235,-0.115
'[08:40:04.289]',-0.145,0.015
'[08:40:04.297]',-0.175,-0.015
'[08:40:04.305]',-0.185,-0.025
'[08:40:04.313]',-0.205,-0.025
'[08:40:04.320]',-0.185,-0.015
'[08:40:04.328]',-0.185,-0.015
'[08:40:04.336]',-0.175,-0.025
'[08:40:04.344]',-0.155,-0.005
'[08:40:04.352]',-0.165,0.005
'[08:40:04.359]',-0.155,-0.005
'[08:40:04.367]',-0.145,-0.005
'[08:40:04.375]',-0.165,0.005
'[08:40:04.383]',-0.135,0.015
'[08:40:04.391]',-0.125,0.005
'[08:40:04.398]',-0.115,0.005
'[08:40:04.406]',-0.095,0.025
'[08:40:04.414]',-0.085,0.045
'[08:40:04.422]',-0.065,0.035
'[08:40:04.430]',-0.045,0.045
'[08:40:04.438]',-0.045,0.045
'[08:40:04.445]',-0.015,0.055
'[08:40:04.453]',0.005,0.065
'[08:40:04.461]',0.025,0.055
'[08:40:04.469]',0.075,0.075
'[08:40:04.477]',0.075,0.085
'[08:40:04.484]',0.105,0.085
'[08:40:04.492]',0.125,0.075
'[08:40:04.500]',0.135,0.095
'[08:40:04.508]',0.165,0.105
'[08:40:04.516]',0.175,0.115
'[08:40:04.523]',0.185,0.115
'[08:40:04.531]',0.165,0.125
'[08:40:04.539]',0.125,0.135
'[08:40:04.547]',0.085,0.105
'[08:40:04.555]',0.035,0.065
'[08:40:04.563]',-0.015,0.055
'[08:40:04.570]',-0.035,0.025
'[08:40:04.578]',-0.065,0.005
'[08:40:04.586]',-0.085,-0.025
'[08:40:04.594]',-0.075,-0.025
'[08:40:04.602]',-0.105,-0.025
'[08:40:04.609]',-0.115,-0.035
'[08:40:04.617]',-0.115,-0.045
'[08:40:04.625]',-0.125,-0.035
'[08:40:04.633]',-0.105,-0.025
'[08:40:04.641]',-0.095,-0.025
'[08:40:04.648]',-0.115,-0.045
'[08:40:04.656]',-0.095,-0.025
'[08:40:04.664]',-0.085,-0.015
'[08:40:04.672]',-0.095,-0.025
'[08:40:04.680]',-0.095,-0.035
'[08:40:04.688]',-0.115,-0.035
'[08:40:04.695]',-0.095,-0.025
'[08:40:04.703]',-0.095,-0.035
'[08:40:04.711]',-0.095,-0.045
'[08:40:04.719]',-0.095,-0.045
'[08:40:04.727]',-0.085,-0.035
'[08:40:04.734]',-0.095,-0.055
'[08:40:04.742]',-0.115,-0.065
'[08:40:04.750]',-0.135,-0.065
'[08:40:04.758]',-0.115,-0.055
'[08:40:04.766]',-0.125,-0.065
'[08:40:04.773]',-0.145,-0.095
'[08:40:04.781]',-0.135,-0.105
'[08:40:04.789]',-0.105,-0.095
'[08:40:04.797]',-0.055,-0.035
'[08:40:04.805]',0.005,-0.005
'[08:40:04.813]',-0.025,-0.045
'[08:40:04.820]',-0.065,-0.075
'[08:40:04.828]',-0.095,-0.085
'[08:40:04.836]',-0.145,-0.115
'[08:40:04.844]',-0.135,-0.115
'[08:40:04.852]',-0.165,-0.115
'[08:40:04.859]',-0.165,-0.105
'[08:40:04.867]',-0.185,-0.125
'[08:40:04.875]',-0.175,-0.125
'[08:40:04.883]',-0.175,-0.125
'[08:40:04.891]',-0.185,-0.115
'[08:40:04.898]',-0.185,-0.125
'[08:40:04.906]',-0.165,-0.135
'[08:40:04.914]',-0.155,-0.125
'[08:40:04.922]',-0.165,-0.125
'[08:40:04.930]',-0.155,-0.125
'[08:40:04.938]',-0.155,-0.115
'[08:40:04.945]',-0.335,-0.035
'[08:40:04.953]',-0.395,-0.015
'[08:40:04.961]',0.065,0.345
'[08:40:04.969]',1.025,-0.235
'[08:40:04.977]',1.755,-0.495
'[08:40:04.984]',0.595,-0.695
'[08:40:04.992]',-0.505,-0.975
'[08:40:05.000]',-0.545,-0.525
'[08:40:05.008]',-0.315,-0.175
'[08:40:05.016]',-0.155,-0.005
'[08:40:05.023]',-0.155,-0.025
'[08:40:05.031]',-0.175,-0.045
'[08:40:05.039]',-0.175,-0.045
'[08:40:05.047]',-0.185,-0.045
'[08:40:05.055]',-0.165,-0.055
'[08:40:05.063]',-0.175,-0.045
'[08:40:05.070]',-0.165,-0.035
'[08:40:05.078]',-0.165,-0.025
'[08:40:05.086]',-0.165,-0.035
'[08:40:05.094]',-0.145,-0.025
'[08:40:05.102]',-0.135,-0.015
'[08:40:05.109]',-0.135,-0.015
'[08:40:05.117]',-0.125,-0.025
'[08:40:05.125]',-0.115,-0.015
'[08:40:05.133]',-0.095,0.015
'[08:40:05.141]',-0.085,0.005
'[08:40:05.148]',-0.075,0.005
'[08:40:05.156]',-0.045,0.025
'[08:40:05.164]',-0.025,0.035
'[08:40:05.172]',-0.015,0.035
'[08:40:05.180]',0.005,0.035
'[08:40:05.188]',0.005,0.045
'[08:40:05.195]',0.055,0.065
'[08:40:05.203]',0.085,0.065
'[08:40:05.211]',0.095,0.045
'[08:40:05.219]',0.145,0.055
'[08:40:05.227]',0.165,0.075
'[08:40:05.234]',0.185,0.085
'[08:40:05.242]',0.185,0.075
'[08:40:05.250]',0.185,0.105
'[08:40:05.258]',0.215,0.115
'[08:40:05.266]',0.185,0.125
'[08:40:05.273]',0.145,0.095
'[08:40:05.281]',0.125,0.085
'[08:40:05.289]',0.085,0.075
'[08:40:05.297]',0.035,0.045
